t_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,H_mag_kgm2ps,E_rot_J
94.3029,-0.22264354,-0.01470925,-0.91131520,-0.34600303,136.06928,23.30452,168.64145,-0.82459,5.10948,1.77809,3.39024118e-02,1.61607309e-03
94.3829,-0.21896776,-0.01447842,-0.91188537,-0.34685525,136.08049,22.91115,168.83840,-0.82642,5.10857,1.77999,3.39024118e-02,1.61607309e-03
94.4630,-0.21528892,-0.01424853,-0.91244161,-0.34770386,136.09000,22.51769,169.03453,-0.82825,5.10765,1.78189,3.39024118e-02,1.61607309e-03
94.5430,-0.21160707,-0.01401959,-0.91298391,-0.34854882,136.09781,22.12414,169.22986,-0.83008,5.10674,1.78379,3.39024118e-02,1.61607309e-03
94.6231,-0.20792227,-0.01379162,-0.91351226,-0.34939013,136.10394,21.73053,169.42443,-0.83191,5.10581,1.78570,3.39024118e-02,1.61607309e-03
94.7031,-0.20423457,-0.01356462,-0.91402667,-0.35022777,136.10841,21.33684,169.61825,-0.83374,5.10489,1.78761,3.39024118e-02,1.61607309e-03
94.7832,-0.20054403,-0.01333861,-0.91452711,-0.35106173,136.11123,20.94310,169.81135,-0.83558,5.10396,1.78952,3.39024118e-02,1.61607309e-03
94.8632,-0.19685070,-0.01311360,-0.91501359,-0.35189199,136.11243,20.54929,170.00376,-0.83742,5.10303,1.79144,3.39024118e-02,1.61607309e-03
94.9433,-0.19315463,-0.01288960,-0.91548609,-0.35271854,136.11200,20.15542,170.19549,-0.83925,5.10210,1.79337,3.39024118e-02,1.61607309e-03
95.0233,-0.18945588,-0.01266663,-0.91594462,-0.35354135,136.10996,19.76151,170.38658,-0.84109,5.10116,1.79529,3.39024118e-02,1.61607309e-03
95.1034,-0.18575450,-0.01244469,-0.91638915,-0.35436043,136.10634,19.36756,170.57704,-0.84294,5.10022,1.79722,3.39024118e-02,1.61607309e-03
95.1835,-0.18205054,-0.01222381,-0.91681970,-0.35517575,136.10113,18.97356,170.76690,-0.84478,5.09927,1.79916,3.39024118e-02,1.61607309e-03
95.2635,-0.17834406,-0.01200398,-0.91723625,-0.35598729,136.09436,18.57953,170.95618,-0.84663,5.09833,1.80110,3.39024118e-02,1.61607309e-03
95.3436,-0.17463512,-0.01178523,-0.91763880,-0.35679505,136.08602,18.18548,171.14491,-0.84847,5.09738,1.80304,3.39024118e-02,1.61607309e-03
95.4236,-0.17092376,-0.01156757,-0.91802735,-0.35759901,136.07615,17.79139,171.33310,-0.85032,5.09643,1.80499,3.39024118e-02,1.61607309e-03
95.5037,-0.16721005,-0.01135101,-0.91840188,-0.35839915,136.06473,17.39729,171.52078,-0.85217,5.09547,1.80694,3.39024118e-02,1.61607309e-03
95.5837,-0.16349403,-0.01113555,-0.91876239,-0.35919546,136.05179,17.00317,171.70797,-0.85402,5.09451,1.80889,3.39024118e-02,1.61607309e-03
95.6638,-0.15977576,-0.01092122,-0.91910888,-0.35998792,136.03734,16.60904,171.89470,-0.85588,5.09355,1.81085,3.39024118e-02,1.61607309e-03
95.7438,-0.15605529,-0.01070802,-0.91944134,-0.36077652,136.02138,16.21491,172.08097,-0.85773,5.09258,1.81281,3.39024118e-02,1.61607309e-03
95.8239,-0.15233269,-0.01049597,-0.91975978,-0.36156125,136.00393,15.82077,172.26682,-0.85959,5.09162,1.81478,3.39024118e-02,1.61607309e-03
95.9039,-0.14860799,-0.01028507,-0.92006418,-0.36234209,135.98498,15.42664,172.45227,-0.86145,5.09064,1.81675,3.39024118e-02,1.61607309e-03
95.9840,-0.14488126,-0.01007535,-0.92035454,-0.36311902,135.96456,15.03251,172.63733,-0.86331,5.08967,1.81872,3.39024118e-02,1.61607309e-03
96.0640,-0.14115256,-0.00986681,-0.92063086,-0.36389203,135.94266,14.63840,172.82202,-0.86517,5.08869,1.82070,3.39024118e-02,1.61607309e-03
96.1441,-0.13742192,-0.00965946,-0.92089314,-0.36466111,135.91930,14.24431,173.00637,-0.86704,5.08771,1.82268,3.39024118e-02,1.61607309e-03
96.2241,-0.13368942,-0.00945332,-0.92114137,-0.36542625,135.89449,13.85023,173.19040,-0.86890,5.08673,1.82467,3.39024118e-02,1.61607309e-03
96.3042,-0.12995511,-0.00924840,-0.92137556,-0.36618742,135.86822,13.45618,173.37412,-0.87077,5.08574,1.82666,3.39024118e-02,1.61607309e-03
96.3843,-0.12621903,-0.00904471,-0.92159568,-0.36694461,135.84051,13.06216,173.55755,-0.87264,5.08475,1.82865,3.39024118e-02,1.61607309e-03
96.4643,-0.12248125,-0.00884226,-0.92180176,-0.36769781,135.81136,12.66817,173.74072,-0.87451,5.08375,1.83065,3.39024118e-02,1.61607309e-03
96.5444,-0.11874181,-0.00864106,-0.92199378,-0.36844700,135.78078,12.27423,173.92364,-0.87638,5.08276,1.83265,3.39024118e-02,1.61607309e-03
96.6244,-0.11500078,-0.00844113,-0.92217173,-0.36919217,135.74877,11.88032,174.10633,-0.87826,5.08176,1.83466,3.39024118e-02,1.61607309e-03
96.7045,-0.11125820,-0.00824248,-0.92233563,-0.36993331,135.71534,11.48647,174.28882,-0.88013,5.08075,1.83667,3.39024118e-02,1.61607309e-03
96.7845,-0.10751414,-0.00804511,-0.92248547,-0.37067040,135.68050,11.09266,174.47111,-0.88201,5.07975,1.83868,3.39024118e-02,1.61607309e-03
96.8646,-0.10376864,-0.00784905,-0.92262124,-0.37140342,135.64424,10.69891,174.65323,-0.88389,5.07874,1.84070,3.39024118e-02,1.61607309e-03
96.9446,-0.10002177,-0.00765430,-0.92274295,-0.37213237,135.60657,10.30522,174.83520,-0.88577,5.07772,1.84272,3.39024118e-02,1.61607309e-03
97.0247,-0.09627357,-0.00746088,-0.92285060,-0.37285722,135.56750,9.91160,175.01703,-0.88765,5.07671,1.84474,3.39024118e-02,1.61607309e-03
97.1047,-0.09252410,-0.00726879,-0.92294418,-0.37357796,135.52703,9.51805,175.19875,-0.88953,5.07569,1.84677,3.39024118e-02,1.61607309e-03
97.1848,-0.08877341,-0.00707805,-0.92302370,-0.37429459,135.48516,9.12456,175.38037,-0.89142,5.07466,1.84880,3.39024118e-02,1.61607309e-03
97.2648,-0.08502157,-0.00688867,-0.92308915,-0.37500707,135.44190,8.73116,175.56191,-0.89331,5.07364,1.85084,3.39024118e-02,1.61607309e-03
97.3449,-0.08126862,-0.00670065,-0.92314053,-0.37571541,135.39724,8.33784,175.74339,-0.89520,5.07261,1.85288,3.39024118e-02,1.61607309e-03
97.4249,-0.07751462,-0.00651403,-0.92317785,-0.37641958,135.35120,7.94460,175.92482,-0.89709,5.07157,1.85492,3.39024118e-02,1.61607309e-03
97.5050,-0.07375962,-0.00632879,-0.92320111,-0.37711957,135.30376,7.55145,176.10623,-0.89898,5.07054,1.85697,3.39024118e-02,1.61607309e-03
97.5851,-0.07000368,-0.00614497,-0.92321030,-0.37781538,135.25494,7.15840,176.28763,-0.90088,5.06950,1.85903,3.39024118e-02,1.61607309e-03
97.6651,-0.06624686,-0.00596256,-0.92320544,-0.37850697,135.20474,6.76545,176.46903,-0.90277,5.06845,1.86108,3.39024118e-02,1.61607309e-03
97.7452,-0.06248920,-0.00578157,-0.92318651,-0.37919434,135.15315,6.37260,176.65047,-0.90467,5.06741,1.86314,3.39024118e-02,1.61607309e-03
97.8252,-0.05873077,-0.00560203,-0.92315352,-0.37987748,135.10017,5.97986,176.83195,-0.90657,5.06636,1.86521,3.39024118e-02,1.61607309e-03
97.9053,-0.05497162,-0.00542394,-0.92310647,-0.38055636,135.04582,5.58723,177.01349,-0.90847,5.06530,1.86727,3.39024118e-02,1.61607309e-03
97.9853,-0.05121180,-0.00524732,-0.92304537,-0.38123099,134.99008,5.19472,177.19511,-0.91037,5.06425,1.86935,3.39024118e-02,1.61607309e-03
98.0654,-0.04745137,-0.00507216,-0.92297021,-0.38190133,134.93296,4.80232,177.37682,-0.91228,5.06319,1.87142,3.39024118e-02,1.61607309e-03
98.1454,-0.04369038,-0.00489850,-0.92288101,-0.38256738,134.87445,4.41006,177.55866,-0.91419,5.06212,1.87350,3.39024118e-02,1.61607309e-03
98.2255,-0.03992889,-0.00472633,-0.92277775,-0.38322913,134.81456,4.01792,177.74062,-0.91609,5.06106,1.87559,3.39024118e-02,1.61607309e-03
98.3055,-0.03616695,-0.00455567,-0.92266045,-0.38388656,134.75329,3.62591,177.92273,-0.91800,5.05999,1.87767,3.39024118e-02,1.61607309e-03
98.3856,-0.03240462,-0.00438653,-0.92252911,-0.38453965,134.69063,3.23405,178.10501,-0.91992,5.05891,1.87977,3.39024118e-02,1.61607309e-03
98.4656,-0.02864195,-0.00421891,-0.92238373,-0.38518839,134.62658,2.84233,178.28747,-0.92183,5.05783,1.88186,3.39024118e-02,1.61607309e-03
98.5457,-0.02487900,-0.00405285,-0.92222431,-0.38583277,134.56114,2.45075,178.47014,-0.92374,5.05675,1.88396,3.39024118e-02,1.61607309e-03
98.6258,-0.02111583,-0.00388833,-0.92205086,-0.38647278,134.49431,2.05933,178.65302,-0.92566,5.05567,1.88606,3.39024118e-02,1.61607309e-03
98.7058,-0.01735248,-0.00372538,-0.92186339,-0.38710839,134.42609,1.66806,178.83614,-0.92758,5.05458,1.88817,3.39024118e-02,1.61607309e-03
98.7859,-0.01358901,-0.00356400,-0.92166189,-0.38773961,134.35647,1.27695,179.01952,-0.92950,5.05349,1.89028,3.39024118e-02,1.61607309e-03
98.8659,-0.00982548,-0.00340421,-0.92144637,-0.38836640,134.28545,0.88601,179.20316,-0.93142,5.05240,1.89240,3.39024118e-02,1.61607309e-03
98.9460,-0.00606194,-0.00324602,-0.92121684,-0.38898876,134.21302,0.49524,179.38709,-0.93335,5.05130,1.89452,3.39024118e-02,1.61607309e-03
99.0260,-0.00229845,-0.00308944,-0.92097329,-0.38960668,134.13919,0.10464,179.57133,-0.93527,5.05020,1.89664,3.39024118e-02,1.61607309e-03
99.1061,0.00146494,-0.00293447,-0.92071575,-0.39022014,134.06395,-0.28578,179.75590,-0.93720,5.04909,1.89877,3.39024118e-02,1.61607309e-03
99.1861,0.00522817,-0.00278114,-0.92044420,-0.39082912,133.98730,-0.67601,179.94080,-0.93913,5.04798,1.90090,3.39024118e-02,1.61607309e-03
99.2662,0.00899119,-0.00262945,-0.92015866,-0.39143362,133.90922,-1.06606,-179.87393,-0.94106,5.04687,1.90303,3.39024118e-02,1.61607309e-03
99.3462,0.01275395,-0.00247941,-0.91985914,-0.39203362,133.82972,-1.45591,-179.68829,-0.94299,5.04575,1.90517,3.39024118e-02,1.61607309e-03
99.4263,0.01651638,-0.00233103,-0.91954563,-0.39262910,133.74880,-1.84556,-179.50226,-0.94493,5.04463,1.90732,3.39024118e-02,1.61607309e-03
99.5063,0.02027843,-0.00218432,-0.91921815,-0.39322006,133.66644,-2.23501,-179.31581,-0.94686,5.04351,1.90946,3.39024118e-02,1.61607309e-03
99.5864,0.02404006,-0.00203930,-0.91887670,-0.39380647,133.58264,-2.62426,-179.12893,-0.94880,5.04239,1.91161,3.39024118e-02,1.61607309e-03
99.6664,0.02780119,-0.00189598,-0.91852128,-0.39438833,133.49739,-3.01328,-178.94160,-0.95074,5.04126,1.91377,3.39024118e-02,1.61607309e-03
99.7465,0.03156179,-0.00175436,-0.91815191,-0.39496562,133.41070,-3.40209,-178.75381,-0.95268,5.04012,1.91593,3.39024118e-02,1.61607309e-03
99.8266,0.03532179,-0.00161446,-0.91776860,-0.39553833,133.32254,-3.79068,-178.56553,-0.95463,5.03898,1.91809,3.39024118e-02,1.61607309e-03
99.9066,0.03908114,-0.00147628,-0.91737134,-0.39610644,133.23292,-4.17904,-178.37675,-0.95657,5.03784,1.92026,3.39024118e-02,1.61607309e-03
99.9867,0.04283978,-0.00133984,-0.91696015,-0.39666994,133.14184,-4.56717,-178.18745,-0.95852,5.03670,1.92243,3.39024118e-02,1.61607309e-03
100.0667,0.04659766,-0.00120515,-0.91653503,-0.39722882,133.04927,-4.95505,-177.99760,-0.96047,5.03555,1.92460,3.39024118e-02,1.61607309e-03
100.1468,0.05035472,-0.00107222,-0.91609600,-0.39778306,132.95521,-5.34270,-177.80720,-0.96242,5.03440,1.92678,3.39024118e-02,1.61607309e-03
100.2268,0.05411092,-0.00094106,-0.91564306,-0.39833266,132.85966,-5.73009,-177.61622,-0.96437,5.03324,1.92896,3.39024118e-02,1.61607309e-03
100.3069,0.05786619,-0.00081168,-0.91517622,-0.39887759,132.76261,-6.11723,-177.42465,-0.96632,5.03208,1.93115,3.39024118e-02,1.61607309e-03
100.3869,0.06162048,-0.00068408,-0.91469549,-0.39941784,132.66405,-6.50411,-177.23246,-0.96828,5.03092,1.93334,3.39024118e-02,1.61607309e-03
100.4670,0.06537373,-0.00055829,-0.91420087,-0.39995341,132.56397,-6.89072,-177.03963,-0.97024,5.02975,1.93553,3.39024118e-02,1.61607309e-03
100.5470,0.06912589,-0.00043431,-0.91369238,-0.40048427,132.46236,-7.27706,-176.84616,-0.97220,5.02858,1.93773,3.39024118e-02,1.61607309e-03
100.6271,0.07287691,-0.00031214,-0.91317003,-0.40101042,132.35921,-7.66312,-176.65201,-0.97416,5.02741,1.93993,3.39024118e-02,1.61607309e-03
100.7071,0.07662673,-0.00019181,-0.91263382,-0.40153183,132.25452,-8.04891,-176.45716,-0.97612,5.02623,1.94214,3.39024118e-02,1.61607309e-03
100.7872,0.08037529,-0.00007332,-0.91208377,-0.40204850,132.14827,-8.43440,-176.26161,-0.97808,5.02505,1.94435,3.39024118e-02,1.61607309e-03
100.8672,0.08412255,0.00004332,-0.91151989,-0.40256042,132.04044,-8.81960,-176.06532,-0.98005,5.02387,1.94656,3.39024118e-02,1.61607309e-03
100.9473,0.08786844,0.00015810,-0.91094218,-0.40306757,131.93104,-9.20450,-175.86828,-0.98202,5.02268,1.94878,3.39024118e-02,1.61607309e-03
101.0274,0.09161291,0.00027100,-0.91035065,-0.40356993,131.82005,-9.58909,-175.67047,-0.98399,5.02148,1.95100,3.39024118e-02,1.61607309e-03
101.1074,0.09535591,0.00038203,-0.90974533,-0.40406750,131.70746,-9.97337,-175.47187,-0.98596,5.02029,1.95323,3.39024118e-02,1.61607309e-03
101.1875,0.09909738,0.00049117,-0.90912621,-0.40456026,131.59326,-10.35733,-175.27245,-0.98793,5.01909,1.95546,3.39024118e-02,1.61607309e-03
101.2675,0.10283727,0.00059840,-0.90849331,-0.40504820,131.47743,-10.74097,-175.07220,-0.98991,5.01788,1.95769,3.39024118e-02,1.61607309e-03
101.3476,0.10657552,0.00070372,-0.90784664,-0.40553131,131.35996,-11.12427,-174.87109,-0.99189,5.01668,1.95993,3.39024118e-02,1.61607309e-03
101.4276,0.11031208,0.00080712,-0.90718621,-0.40600957,131.24085,-11.50724,-174.66911,-0.99387,5.01546,1.96217,3.39024118e-02,1.61607309e-03
101.5077,0.11404690,0.00090860,-0.90651204,-0.40648296,131.12007,-11.88987,-174.46623,-0.99585,5.01425,1.96442,3.39024118e-02,1.61607309e-03
101.5877,0.11777991,0.00100813,-0.90582413,-0.40695149,130.99762,-12.27214,-174.26243,-0.99783,5.01303,1.96667,3.39024118e-02,1.61607309e-03
101.6678,0.12151107,0.00110571,-0.90512251,-0.40741513,130.87347,-12.65405,-174.05769,-0.99981,5.01181,1.96892,3.39024118e-02,1.61607309e-03
101.7478,0.12524032,0.00120133,-0.90440717,-0.40787386,130.74762,-13.03560,-173.85198,-1.00180,5.01058,1.97118,3.39024118e-02,1.61607309e-03
101.8279,0.12896760,0.00129498,-0.90367814,-0.40832769,130.62005,-13.41678,-173.64529,-1.00379,5.00935,1.97344,3.39024118e-02,1.61607309e-03
101.9079,0.13269286,0.00138666,-0.90293542,-0.40877659,130.49075,-13.79758,-173.43759,-1.00578,5.00811,1.97571,3.39024118e-02,1.61607309e-03
101.9880,0.13641606,0.00147634,-0.90217904,-0.40922056,130.35970,-14.17800,-173.22886,-1.00777,5.00688,1.97798,3.39024118e-02,1.61607309e-03
102.0680,0.14013712,0.00156403,-0.90140900,-0.40965957,130.22689,-14.55802,-173.01908,-1.00976,5.00563,1.98025,3.39024118e-02,1.61607309e-03
102.1481,0.14385600,0.00164972,-0.90062531,-0.41009362,130.09230,-14.93764,-172.80821,-1.01176,5.00439,1.98253,3.39024118e-02,1.61607309e-03
102.2282,0.14757265,0.00173338,-0.89982800,-0.41052270,129.95591,-15.31686,-172.59625,-1.01375,5.00314,1.98481,3.39024118e-02,1.61607309e-03
102.3082,0.15128701,0.00181502,-0.89901707,-0.41094678,129.81770,-15.69566,-172.38316,-1.01575,5.00188,1.98709,3.39024118e-02,1.61607309e-03
102.3883,0.15499902,0.00189462,-0.89819254,-0.41136587,129.67767,-16.07403,-172.16892,-1.01775,5.00062,1.98938,3.39024118e-02,1.61607309e-03
102.4683,0.15870863,0.00197218,-0.89735442,-0.41177994,129.53579,-16.45198,-171.95351,-1.01976,4.99936,1.99167,3.39024118e-02,1.61607309e-03
102.5484,0.16241579,0.00204769,-0.89650274,-0.41218899,129.39204,-16.82948,-171.73690,-1.02176,4.99810,1.99397,3.39024118e-02,1.61607309e-03
102.6284,0.16612044,0.00212114,-0.89563749,-0.41259300,129.24641,-17.20654,-171.51906,-1.02377,4.99683,1.99627,3.39024118e-02,1.61607309e-03
102.7085,0.16982253,0.00219251,-0.89475871,-0.41299196,129.09888,-17.58314,-171.29998,-1.02577,4.99555,1.99858,3.39024118e-02,1.61607309e-03
102.7885,0.17352201,0.00226180,-0.89386640,-0.41338585,128.94942,-17.95928,-171.07962,-1.02778,4.99428,2.00089,3.39024118e-02,1.61607309e-03
102.8686,0.17721881,0.00232901,-0.89296058,-0.41377467,128.79803,-18.33495,-170.85796,-1.02979,4.99299,2.00320,3.39024118e-02,1.61607309e-03
102.9486,0.18091289,0.00239411,-0.89204126,-0.41415840,128.64467,-18.71013,-170.63497,-1.03181,4.99171,2.00552,3.39024118e-02,1.61607309e-03
103.0287,0.18460420,0.00245711,-0.89110847,-0.41453703,128.48933,-19.08482,-170.41062,-1.03382,4.99042,2.00784,3.39024118e-02,1.61607309e-03
103.1087,0.18829267,0.00251799,-0.89016221,-0.41491055,128.33198,-19.45902,-170.18490,-1.03584,4.98912,2.01016,3.39024118e-02,1.61607309e-03
103.1888,0.19197826,0.00257675,-0.88920251,-0.41527895,128.17261,-19.83271,-169.95776,-1.03786,4.98783,2.01249,3.39024118e-02,1.61607309e-03
103.2688,0.19566091,0.00263337,-0.88822938,-0.41564220,128.01120,-20.20588,-169.72919,-1.03988,4.98652,2.01482,3.39024118e-02,1.61607309e-03
103.3489,0.19934057,0.00268785,-0.88724284,-0.41600031,127.84772,-20.57852,-169.49915,-1.04190,4.98522,2.01716,3.39024118e-02,1.61607309e-03
103.4290,0.20301718,0.00274018,-0.88624290,-0.41635326,127.68214,-20.95062,-169.26761,-1.04393,4.98391,2.01950,3.39024118e-02,1.61607309e-03
103.5090,0.20669069,0.00279035,-0.88522959,-0.41670103,127.51445,-21.32218,-169.03456,-1.04595,4.98259,2.02184,3.39024118e-02,1.61607309e-03
103.5891,0.21036104,0.00283836,-0.88420292,-0.41704362,127.34462,-21.69319,-168.79995,-1.04798,4.98128,2.02419,3.39024118e-02,1.61607309e-03
103.6691,0.21402819,0.00288418,-0.88316290,-0.41738101,127.17263,-22.06362,-168.56376,-1.05001,4.97995,2.02654,3.39024118e-02,1.61607309e-03
103.7492,0.21769208,0.00292783,-0.88210956,-0.41771319,126.99846,-22.43348,-168.32595,-1.05204,4.97863,2.02890,3.39024118e-02,1.61607309e-03
103.8292,0.22135265,0.00296927,-0.88104292,-0.41804015,126.82207,-22.80275,-168.08650,-1.05408,4.97730,2.03126,3.39024118e-02,1.61607309e-03
103.9093,0.22500985,0.00300852,-0.87996298,-0.41836188,126.64344,-23.17142,-167.84538,-1.05611,4.97596,2.03363,3.39024118e-02,1.61607309e-03
103.9893,0.22866363,0.00304556,-0.87886978,-0.41867836,126.46254,-23.53948,-167.60255,-1.05815,4.97462,2.03599,3.39024118e-02,1.61607309e-03
104.0694,0.23231394,0.00308038,-0.87776333,-0.41898959,126.27936,-23.90692,-167.35798,-1.06019,4.97328,2.03837,3.39024118e-02,1.61607309e-03
104.1494,0.23596072,0.00311298,-0.87664365,-0.41929554,126.09385,-24.27373,-167.11164,-1.06223,4.97193,2.04074,3.39024118e-02,1.61607309e-03
104.2295,0.23960392,0.00314334,-0.87551076,-0.41959622,125.90600,-24.63989,-166.86349,-1.06427,4.97058,2.04312,3.39024118e-02,1.61607309e-03
104.3095,0.24324348,0.00317146,-0.87436468,-0.41989161,125.71577,-25.00540,-166.61351,-1.06631,4.96922,2.04551,3.39024118e-02,1.61607309e-03
104.3896,0.24687935,0.00319733,-0.87320542,-0.42018169,125.52314,-25.37024,-166.36166,-1.06836,4.96787,2.04789,3.39024118e-02,1.61607309e-03
104.4696,0.25051149,0.00322095,-0.87203302,-0.42046645,125.32808,-25.73440,-166.10789,-1.07041,4.96650,2.05028,3.39024118e-02,1.61607309e-03
104.5497,0.25413983,0.00324229,-0.87084748,-0.42074589,125.13055,-26.09786,-165.85219,-1.07246,4.96513,2.05268,3.39024118e-02,1.61607309e-03
104.6298,0.25776432,0.00326137,-0.86964883,-0.42101999,124.93053,-26.46062,-165.59451,-1.07451,4.96376,2.05508,3.39024118e-02,1.61607309e-03
104.7098,0.26138491,0.00327816,-0.86843709,-0.42128874,124.72798,-26.82267,-165.33482,-1.07656,4.96238,2.05748,3.39024118e-02,1.61607309e-03
104.7899,0.26500155,0.00329267,-0.86721228,-0.42155213,124.52287,-27.18397,-165.07308,-1.07862,4.96100,2.05989,3.39024118e-02,1.61607309e-03
104.8699,0.26861418,0.00330488,-0.86597442,-0.42181015,124.31517,-27.54454,-164.80925,-1.08068,4.95962,2.06230,3.39024118e-02,1.61607309e-03
104.9500,0.27222276,0.00331478,-0.86472354,-0.42206278,124.10485,-27.90434,-164.54330,-1.08274,4.95823,2.06472,3.39024118e-02,1.61607309e-03
105.0300,0.27582722,0.00332238,-0.86345964,-0.42231001,123.89187,-28.26337,-164.27519,-1.08480,4.95683,2.06714,3.39024118e-02,1.61607309e-03
105.1101,0.27942752,0.00332765,-0.86218277,-0.42255184,123.67620,-28.62161,-164.00488,-1.08686,4.95544,2.06956,3.39024118e-02,1.61607309e-03
105.1901,0.28302360,0.00333060,-0.86089293,-0.42278826,123.45781,-28.97905,-163.73232,-1.08892,4.95403,2.07199,3.39024118e-02,1.61607309e-03
105.2702,0.28661542,0.00333122,-0.85959015,-0.42301924,123.23665,-29.33567,-163.45749,-1.09099,4.95263,2.07442,3.39024118e-02,1.61607309e-03
105.3502,0.29020291,0.00332950,-0.85827446,-0.42324478,123.01269,-29.69145,-163.18033,-1.09306,4.95122,2.07686,3.39024118e-02,1.61607309e-03
105.4303,0.29378603,0.00332543,-0.85694586,-0.42346487,122.78590,-30.04639,-162.90081,-1.09513,4.94980,2.07929,3.39024118e-02,1.61607309e-03
105.5103,0.29736472,0.00331900,-0.85560440,-0.42367950,122.55624,-30.40046,-162.61889,-1.09720,4.94838,2.08174,3.39024118e-02,1.61607309e-03
105.5904,0.30093893,0.00331022,-0.85425009,-0.42388865,122.32366,-30.75365,-162.33452,-1.09928,4.94696,2.08418,3.39024118e-02,1.61607309e-03
105.6704,0.30450861,0.00329906,-0.85288295,-0.42409232,122.08814,-31.10595,-162.04767,-1.10135,4.94553,2.08664,3.39024118e-02,1.61607309e-03
105.7505,0.30807371,0.00328553,-0.85150301,-0.42429050,121.84962,-31.45732,-161.75828,-1.10343,4.94410,2.08909,3.39024118e-02,1.61607309e-03
105.8306,0.31163418,0.00326962,-0.85011028,-0.42448316,121.60808,-31.80777,-161.46631,-1.10551,4.94266,2.09155,3.39024118e-02,1.61607309e-03
105.9106,0.31518995,0.00325132,-0.84870481,-0.42467031,121.36346,-32.15727,-161.17173,-1.10759,4.94122,2.09401,3.39024118e-02,1.61607309e-03
105.9907,0.31874099,0.00323062,-0.84728660,-0.42485194,121.11573,-32.50579,-160.87448,-1.10967,4.93977,2.09648,3.39024118e-02,1.61607309e-03
106.0707,0.32228724,0.00320752,-0.84585568,-0.42502802,120.86485,-32.85333,-160.57451,-1.11176,4.93832,2.09895,3.39024118e-02,1.61607309e-03
106.1508,0.32582864,0.00318201,-0.84441208,-0.42519855,120.61078,-33.19987,-160.27179,-1.11385,4.93686,2.10142,3.39024118e-02,1.61607309e-03
106.2308,0.32936515,0.00315408,-0.84295582,-0.42536352,120.35346,-33.54538,-159.96626,-1.11593,4.93541,2.10390,3.39024118e-02,1.61607309e-03
106.3109,0.33289671,0.00312373,-0.84148693,-0.42552293,120.09285,-33.88985,-159.65787,-1.11802,4.93394,2.10639,3.39024118e-02,1.61607309e-03
106.3909,0.33642328,0.00309096,-0.84000543,-0.42567675,119.82892,-34.23325,-159.34658,-1.12012,4.93247,2.10887,3.39024118e-02,1.61607309e-03
106.4710,0.33994480,0.00305575,-0.83851135,-0.42582498,119.56161,-34.57557,-159.03234,-1.12221,4.93100,2.11136,3.39024118e-02,1.61607309e-03
106.5510,0.34346121,0.00301810,-0.83700471,-0.42596760,119.29087,-34.91678,-158.71509,-1.12431,4.92952,2.11386,3.39024118e-02,1.61607309e-03
106.6311,0.34697248,0.00297800,-0.83548554,-0.42610462,119.01667,-35.25687,-158.39480,-1.12641,4.92804,2.11635,3.39024118e-02,1.61607309e-03
106.7111,0.35047854,0.00293544,-0.83395386,-0.42623601,118.73895,-35.59581,-158.07139,-1.12851,4.92655,2.11886,3.39024118e-02,1.61607309e-03
106.7912,0.35397934,0.00289043,-0.83240971,-0.42636176,118.45766,-35.93358,-157.74483,-1.13061,4.92506,2.12136,3.39024118e-02,1.61607309e-03
106.8712,0.35747484,0.00284295,-0.83085310,-0.42648187,118.17276,-36.27015,-157.41507,-1.13271,4.92357,2.12387,3.39024118e-02,1.61607309e-03
106.9513,0.36096498,0.00279300,-0.82928406,-0.42659633,117.88420,-36.60551,-157.08203,-1.13482,4.92207,2.12639,3.39024118e-02,1.61607309e-03
107.0314,0.36444972,0.00274058,-0.82770262,-0.42670512,117.59191,-36.93963,-156.74569,-1.13692,4.92056,2.12890,3.39024118e-02,1.61607309e-03
107.1114,0.36792899,0.00268567,-0.82610881,-0.42680824,117.29586,-37.27248,-156.40597,-1.13903,4.91905,2.13143,3.39024118e-02,1.61607309e-03
107.1915,0.37140276,0.00262827,-0.82450265,-0.42690568,116.99599,-37.60404,-156.06283,-1.14114,4.91754,2.13395,3.39024118e-02,1.61607309e-03
107.2715,0.37487097,0.00256837,-0.82288418,-0.42699741,116.69225,-37.93429,-155.71620,-1.14326,4.91602,2.13648,3.39024118e-02,1.61607309e-03
107.3516,0.37833356,0.00250598,-0.82125341,-0.42708345,116.38459,-38.26321,-155.36604,-1.14537,4.91450,2.13901,3.39024118e-02,1.61607309e-03
107.4316,0.38179050,0.00244108,-0.81961038,-0.42716377,116.07294,-38.59075,-155.01228,-1.14749,4.91297,2.14155,3.39024118e-02,1.61607309e-03
107.5117,0.38524172,0.00237367,-0.81795511,-0.42723836,115.75726,-38.91690,-154.65486,-1.14961,4.91144,2.14409,3.39024118e-02,1.61607309e-03
107.5917,0.38868718,0.00230374,-0.81628764,-0.42730722,115.43750,-39.24164,-154.29374,-1.15173,4.90990,2.14664,3.39024118e-02,1.61607309e-03
107.6718,0.39212682,0.00223129,-0.81460799,-0.42737034,115.11359,-39.56492,-153.92885,-1.15385,4.90836,2.14919,3.39024118e-02,1.61607309e-03
107.7518,0.39556061,0.00215631,-0.81291618,-0.42742770,114.78547,-39.88673,-153.56012,-1.15597,4.90681,2.15174,3.39024118e-02,1.61607309e-03
