sample_index,t_s,target_x_m,target_y_m,target_z_m,target_q_x,target_q_y,target_q_z,target_q_w,target_wx_rad_s,target_wy_rad_s,target_wz_rad_s,analytic_phase_deg,quaternion_norm_error,analytic_quaternion_error,collision_detected_backend_field,collision_safety_interpretation,action,released_for_mission_gate
755,37.74999999999999,1.0,0.0,0.0,0.0,0.0,0.16397163718351646,0.9864650537141989,0.0,0.0,0.008726646259971648,18.874999999999996,0.0,3.3306690738754696e-16,false,PROHIBITED,ABORT,false
756,37.79999999999999,1.0,0.0,0.0,0.0,0.0,0.1641868465688632,0.9864292571764955,0.0,0.0,0.008726646259971648,18.899999999999995,0.0,3.2487068343022356e-16,false,PROHIBITED,ABORT,false
757,37.84999999999999,1.0,0.0,0.0,0.0,0.0,0.16440204813949538,0.98639341368824,0.0,0.0,0.008726646259971648,18.924999999999994,0.0,3.510833468576701e-16,false,PROHIBITED,ABORT,false
758,37.899999999999984,1.0,0.0,0.0,0.0,0.0,0.16461724188517013,0.986357523251138,0.0,0.0,0.008726646259971648,18.949999999999992,1.1102230246251565e-16,3.510833468576701e-16,false,PROHIBITED,ABORT,false
759,37.94999999999998,1.0,0.0,0.0,0.0,0.0,0.16483242779564503,0.9863215858668984,0.0,0.0,0.008726646259971648,18.97499999999999,0.0,3.608224830031759e-16,false,PROHIBITED,ABORT,false
760,37.99999999999998,1.0,0.0,0.0,0.0,0.0,0.16504760586067793,0.9862856015372314,0.0,0.0,0.008726646259971648,18.99999999999999,0.0,3.885780586188048e-16,false,PROHIBITED,ABORT,false
761,38.049999999999976,1.0,0.0,0.0,0.0,0.0,0.16526277607002712,0.9862495702638497,0.0,0.0,0.008726646259971648,19.024999999999988,0.0,3.885780586188048e-16,false,PROHIBITED,ABORT,false
762,38.09999999999997,1.0,0.0,0.0,0.0,0.0,0.1654779384134513,0.9862134920484683,0.0,0.0,0.008726646259971648,19.049999999999986,0.0,4.163336342344337e-16,false,PROHIBITED,ABORT,false
763,38.14999999999997,1.0,0.0,0.0,0.0,0.0,0.16569309288070946,0.9861773668928043,0.0,0.0,0.008726646259971648,19.074999999999985,0.0,4.440892098500626e-16,false,PROHIBITED,ABORT,false
764,38.19999999999997,1.0,0.0,0.0,0.0,0.0,0.16590823946156102,0.9861411947985773,0.0,0.0,0.008726646259971648,19.099999999999987,0.0,4.308824046522781e-16,false,PROHIBITED,ABORT,false
765,38.249999999999964,1.0,0.0,0.0,0.0,0.0,0.16612337814576575,0.9861049757675088,0.0,0.0,0.008726646259971648,19.124999999999986,0.0,4.163336342344337e-16,false,PROHIBITED,ABORT,false
766,38.29999999999996,1.0,0.0,0.0,0.0,0.0,0.16633850892308383,0.9860687098013228,0.0,0.0,0.008726646259971648,19.14999999999998,0.0,4.163336342344337e-16,false,PROHIBITED,ABORT,false
767,38.34999999999996,1.0,0.0,0.0,0.0,0.0,0.16655363178327579,0.9860323969017454,0.0,0.0,0.008726646259971648,19.17499999999998,0.0,4.440892098500626e-16,false,PROHIBITED,ABORT,false
768,38.399999999999956,1.0,0.0,0.0,0.0,0.0,0.16676874671610253,0.985996037070505,0.0,0.0,0.008726646259971648,19.199999999999978,0.0,4.440892098500626e-16,false,PROHIBITED,ABORT,false
769,38.44999999999995,1.0,0.0,0.0,0.0,0.0,0.16698385371132535,0.985959630309332,0.0,0.0,0.008726646259971648,19.224999999999977,1.1102230246251565e-16,4.577566798522237e-16,false,PROHIBITED,ABORT,false
770,38.49999999999995,1.0,0.0,0.0,0.0,0.0,0.16719895275870594,0.9859231766199597,0.0,0.0,0.008726646259971648,19.249999999999975,0.0,4.996003610813204e-16,false,PROHIBITED,ABORT,false
771,38.54999999999995,1.0,0.0,0.0,0.0,0.0,0.1674140438480063,0.9858866760041227,0.0,0.0,0.008726646259971648,19.274999999999974,0.0,4.996003610813204e-16,false,PROHIBITED,ABORT,false
772,38.599999999999945,1.0,0.0,0.0,0.0,0.0,0.16762912696898882,0.9858501284635584,0.0,0.0,0.008726646259971648,19.299999999999972,1.1102230246251565e-16,5.117875266520903e-16,false,PROHIBITED,ABORT,false
773,38.64999999999994,1.0,0.0,0.0,0.0,0.0,0.1678442021114164,0.9858135340000065,0.0,0.0,0.008726646259971648,19.32499999999997,0.0,5.389157964038493e-16,false,PROHIBITED,ABORT,false
774,38.69999999999994,1.0,0.0,0.0,0.0,0.0,0.16805926926505219,0.9857768926152087,0.0,0.0,0.008726646259971648,19.34999999999997,0.0,5.828670879282072e-16,false,PROHIBITED,ABORT,false
775,38.749999999999936,1.0,0.0,0.0,0.0,0.0,0.16827432841965967,0.985740204310909,0.0,0.0,0.008726646259971648,19.374999999999968,0.0,5.551115123125783e-16,false,PROHIBITED,ABORT,false
776,38.79999999999993,1.0,0.0,0.0,0.0,0.0,0.16848937956500287,0.9857034690888536,0.0,0.0,0.008726646259971648,19.399999999999967,0.0,5.828670879282072e-16,false,PROHIBITED,ABORT,false
777,38.84999999999993,1.0,0.0,0.0,0.0,0.0,0.16870442269084612,0.985666686950791,0.0,0.0,0.008726646259971648,19.424999999999965,0.0,6.106226635438361e-16,false,PROHIBITED,ABORT,false
778,38.89999999999993,1.0,0.0,0.0,0.0,0.0,0.16891945778695408,0.9856298578984718,0.0,0.0,0.008726646259971648,19.449999999999964,0.0,6.106226635438361e-16,false,PROHIBITED,ABORT,false
779,38.949999999999925,1.0,0.0,0.0,0.0,0.0,0.16913448484309185,0.985592981933649,0.0,0.0,0.008726646259971648,19.474999999999962,0.0,6.106226635438361e-16,false,PROHIBITED,ABORT,false
780,38.99999999999992,1.0,0.0,0.0,0.0,0.0,0.1693495038490249,0.9855560590580777,0.0,0.0,0.008726646259971648,19.49999999999996,0.0,6.106226635438361e-16,false,PROHIBITED,ABORT,false
781,39.04999999999992,1.0,0.0,0.0,0.0,0.0,0.1695645147945191,0.9855190892735155,0.0,0.0,0.008726646259971648,19.52499999999996,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
782,39.099999999999916,1.0,0.0,0.0,0.0,0.0,0.16977951766934066,0.9854820725817218,0.0,0.0,0.008726646259971648,19.549999999999958,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
783,39.14999999999991,1.0,0.0,0.0,0.0,0.0,0.16999451246325623,0.9854450089844586,0.0,0.0,0.008726646259971648,19.574999999999957,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
784,39.19999999999991,1.0,0.0,0.0,0.0,0.0,0.1702094991660328,0.9854078984834901,0.0,0.0,0.008726646259971648,19.599999999999955,0.0,6.753223014464259e-16,false,PROHIBITED,ABORT,false
785,39.24999999999991,1.0,0.0,0.0,0.0,0.0,0.17042447776743777,0.9853707410805824,0.0,0.0,0.008726646259971648,19.624999999999954,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
786,39.299999999999905,1.0,0.0,0.0,0.0,0.0,0.17063944825723892,0.9853335367775041,0.0,0.0,0.008726646259971648,19.649999999999952,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
787,39.3499999999999,1.0,0.0,0.0,0.0,0.0,0.17085441062520443,0.9852962855760261,0.0,0.0,0.008726646259971648,19.67499999999995,0.0,6.753223014464259e-16,false,PROHIBITED,ABORT,false
788,39.3999999999999,1.0,0.0,0.0,0.0,0.0,0.1710693648611028,0.9852589874779214,0.0,0.0,0.008726646259971648,19.699999999999953,0.0,6.4796043696850615e-16,false,PROHIBITED,ABORT,false
789,39.449999999999896,1.0,0.0,0.0,0.0,0.0,0.17128431095470303,0.9852216424849652,0.0,0.0,0.008726646259971648,19.724999999999948,0.0,7.027150473277823e-16,false,PROHIBITED,ABORT,false
790,39.49999999999989,1.0,0.0,0.0,0.0,0.0,0.1714992488957744,0.9851842505989351,0.0,0.0,0.008726646259971648,19.749999999999947,0.0,6.938893903907228e-16,false,PROHIBITED,ABORT,false
791,39.54999999999989,1.0,0.0,0.0,0.0,0.0,0.17171417867408661,0.9851468118216107,0.0,0.0,0.008726646259971648,19.774999999999945,0.0,7.216449660063518e-16,false,PROHIBITED,ABORT,false
792,39.59999999999989,1.0,0.0,0.0,0.0,0.0,0.17192910027940977,0.985109326154774,0.0,0.0,0.008726646259971648,19.799999999999944,0.0,6.938893903907228e-16,false,PROHIBITED,ABORT,false
793,39.649999999999885,1.0,0.0,0.0,0.0,0.0,0.17214401370151441,0.9850717936002091,0.0,0.0,0.008726646259971648,19.824999999999942,0.0,7.216449660063518e-16,false,PROHIBITED,ABORT,false
794,39.69999999999988,1.0,0.0,0.0,0.0,0.0,0.17235891893017138,0.9850342141597025,0.0,0.0,0.008726646259971648,19.84999999999994,0.0,7.575797802392804e-16,false,PROHIBITED,ABORT,false
795,39.74999999999988,1.0,0.0,0.0,0.0,0.0,0.17257381595515195,0.984996587835043,0.0,0.0,0.008726646259971648,19.87499999999994,0.0,7.494005416219807e-16,false,PROHIBITED,ABORT,false
796,39.799999999999876,1.0,0.0,0.0,0.0,0.0,0.1727887047662278,0.9849589146280212,0.0,0.0,0.008726646259971648,19.899999999999938,0.0,7.771561172376096e-16,false,PROHIBITED,ABORT,false
797,39.84999999999987,1.0,0.0,0.0,0.0,0.0,0.17300358535317092,0.9849211945404304,0.0,0.0,0.008726646259971648,19.924999999999937,0.0,7.771561172376096e-16,false,PROHIBITED,ABORT,false
798,39.89999999999987,1.0,0.0,0.0,0.0,0.0,0.1732184577057538,0.9848834275740658,0.0,0.0,0.008726646259971648,19.949999999999935,0.0,8.125323285481904e-16,false,PROHIBITED,ABORT,false
799,39.94999999999987,1.0,0.0,0.0,0.0,0.0,0.1734333218137493,0.9848456137307251,0.0,0.0,0.008726646259971648,19.974999999999934,0.0,8.125323285481904e-16,false,PROHIBITED,ABORT,false
800,39.999999999999865,1.0,0.0,0.0,0.0,0.0,0.1736481776669306,0.984807753012208,0.0,0.0,0.008726646259971648,19.999999999999932,0.0,8.400361489980555e-16,false,PROHIBITED,ABORT,false
801,40.04999999999986,1.0,0.0,0.0,0.0,0.0,0.17386302525507139,0.9847698454203168,0.0,0.0,0.008726646259971648,20.02499999999993,0.0,9.226380847435024e-16,false,PROHIBITED,ABORT,false
802,40.09999999999986,1.0,0.0,0.0,0.0,0.0,0.17407786456794558,0.9847318909568554,0.0,0.0,0.008726646259971648,20.04999999999993,0.0,9.50197851991224e-16,false,PROHIBITED,ABORT,false
803,40.14999999999986,1.0,0.0,0.0,0.0,0.0,0.17429269559532762,0.9846938896236305,0.0,0.0,0.008726646259971648,20.07499999999993,0.0,9.50197851991224e-16,false,PROHIBITED,ABORT,false
804,40.199999999999854,1.0,0.0,0.0,0.0,0.0,0.1745075183269923,0.9846558414224508,0.0,0.0,0.008726646259971648,20.099999999999927,0.0,9.777686967753793e-16,false,PROHIBITED,ABORT,false
805,40.24999999999985,1.0,0.0,0.0,0.0,0.0,0.17472233275271482,0.9846177463551272,0.0,0.0,0.008726646259971648,20.124999999999925,0.0,9.777686967753793e-16,false,PROHIBITED,ABORT,false
806,40.29999999999985,1.0,0.0,0.0,0.0,0.0,0.1749371388622708,0.984579604423473,0.0,0.0,0.008726646259971648,20.149999999999924,0.0,9.777686967753793e-16,false,PROHIBITED,ABORT,false
807,40.349999999999845,1.0,0.0,0.0,0.0,0.0,0.1751519366454362,0.9845414156293036,0.0,0.0,0.008726646259971648,20.174999999999923,0.0,1.0053497077208614e-15,false,PROHIBITED,ABORT,false
808,40.39999999999984,1.0,0.0,0.0,0.0,0.0,0.17536672609198745,0.9845031799744367,0.0,0.0,0.008726646259971648,20.19999999999992,0.0,1.0269562977782698e-15,false,PROHIBITED,ABORT,false
809,40.44999999999984,1.0,0.0,0.0,0.0,0.0,0.17558150719170126,0.984464897460692,0.0,0.0,0.008726646259971648,20.22499999999992,0.0,1.0605390551611693e-15,false,PROHIBITED,ABORT,false
810,40.49999999999984,1.0,0.0,0.0,0.0,0.0,0.17579627993435484,0.9844265680898917,0.0,0.0,0.008726646259971648,20.24999999999992,0.0,1.0605390551611693e-15,false,PROHIBITED,ABORT,false
811,40.549999999999834,1.0,0.0,0.0,0.0,0.0,0.17601104430972578,0.9843881918638602,0.0,0.0,0.008726646259971648,20.274999999999917,0.0,1.0881460057406233e-15,false,PROHIBITED,ABORT,false
812,40.59999999999983,1.0,0.0,0.0,0.0,0.0,0.17622580030759202,0.9843497687844239,0.0,0.0,0.008726646259971648,20.29999999999992,0.0,1.0605390551611693e-15,false,PROHIBITED,ABORT,false
813,40.64999999999983,1.0,0.0,0.0,0.0,0.0,0.17644054791773198,0.9843112988534118,0.0,0.0,0.008726646259971648,20.324999999999914,0.0,1.0881460057406233e-15,false,PROHIBITED,ABORT,false
814,40.699999999999825,1.0,0.0,0.0,0.0,0.0,0.17665528712992437,0.984272782072655,0.0,0.0,0.008726646259971648,20.349999999999913,0.0,1.0881460057406233e-15,false,PROHIBITED,ABORT,false
815,40.74999999999982,1.0,0.0,0.0,0.0,0.0,0.1768700179339484,0.9842342184439865,0.0,0.0,0.008726646259971648,20.37499999999991,0.0,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
816,40.79999999999982,1.0,0.0,0.0,0.0,0.0,0.17708474031958363,0.9841956079692419,0.0,0.0,0.008726646259971648,20.39999999999991,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
817,40.84999999999982,1.0,0.0,0.0,0.0,0.0,0.17729945427661006,0.984156950650259,0.0,0.0,0.008726646259971648,20.42499999999991,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
818,40.899999999999814,1.0,0.0,0.0,0.0,0.0,0.17751415979480803,0.9841182464888777,0.0,0.0,0.008726646259971648,20.449999999999907,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
819,40.94999999999981,1.0,0.0,0.0,0.0,0.0,0.17772885686395834,0.9840794954869402,0.0,0.0,0.008726646259971648,20.474999999999905,0.0,1.1986424564952127e-15,false,PROHIBITED,ABORT,false
820,40.99999999999981,1.0,0.0,0.0,0.0,0.0,0.17794354547384214,0.9840406976462909,0.0,0.0,0.008726646259971648,20.499999999999904,0.0,1.1986424564952127e-15,false,PROHIBITED,ABORT,false
821,41.049999999999805,1.0,0.0,0.0,0.0,0.0,0.17815822561424102,0.9840018529687763,0.0,0.0,0.008726646259971648,20.524999999999903,0.0,1.2412670766236366e-15,false,PROHIBITED,ABORT,false
822,41.0999999999998,1.0,0.0,0.0,0.0,0.0,0.17837289727493696,0.9839629614562455,0.0,0.0,0.008726646259971648,20.5499999999999,0.0,1.2412670766236366e-15,false,PROHIBITED,ABORT,false
823,41.1499999999998,1.0,0.0,0.0,0.0,0.0,0.17858756044571236,0.9839240231105495,0.0,0.0,0.008726646259971648,20.5749999999999,0.0,1.2685846686484803e-15,false,PROHIBITED,ABORT,false
824,41.1999999999998,1.0,0.0,0.0,0.0,0.0,0.17880221511635,0.9838850379335415,0.0,0.0,0.008726646259971648,20.5999999999999,0.0,1.2959208739370123e-15,false,PROHIBITED,ABORT,false
825,41.249999999999794,1.0,0.0,0.0,0.0,0.0,0.17901686127663305,0.9838460059270774,0.0,0.0,0.008726646259971648,20.624999999999897,0.0,1.2685846686484803e-15,false,PROHIBITED,ABORT,false
826,41.29999999999979,1.0,0.0,0.0,0.0,0.0,0.17923149891634516,0.9838069270930146,0.0,0.0,0.008726646259971648,20.649999999999896,0.0,1.2959208739370123e-15,false,PROHIBITED,ABORT,false
827,41.34999999999979,1.0,0.0,0.0,0.0,0.0,0.17944612802527032,0.9837678014332134,0.0,0.0,0.008726646259971648,20.674999999999894,0.0,1.3232745389513375e-15,false,PROHIBITED,ABORT,false
828,41.399999999999785,1.0,0.0,0.0,0.0,0.0,0.17966074859319292,0.9837286289495358,0.0,0.0,0.008726646259971648,20.699999999999893,0.0,1.3232745389513375e-15,false,PROHIBITED,ABORT,false
829,41.44999999999978,1.0,0.0,0.0,0.0,0.0,0.1798753606098978,0.9836894096438465,0.0,0.0,0.008726646259971648,20.72499999999989,0.0,1.3506446028928519e-15,false,PROHIBITED,ABORT,false
830,41.49999999999978,1.0,0.0,0.0,0.0,0.0,0.1800899640651702,0.9836501435180122,0.0,0.0,0.008726646259971648,20.74999999999989,0.0,1.3645472033731848e-15,false,PROHIBITED,ABORT,false
831,41.54999999999978,1.0,0.0,0.0,0.0,0.0,0.18030455894879568,0.9836108305739015,0.0,0.0,0.008726646259971648,20.77499999999989,0.0,1.3780300886286245e-15,false,PROHIBITED,ABORT,false
832,41.599999999999774,1.0,0.0,0.0,0.0,0.0,0.18051914525056037,0.9835714708133859,0.0,0.0,0.008726646259971648,20.799999999999887,0.0,1.3645472033731848e-15,false,PROHIBITED,ABORT,false
833,41.64999999999977,1.0,0.0,0.0,0.0,0.0,0.18073372296025067,0.9835320642383387,0.0,0.0,0.008726646259971648,20.824999999999886,0.0,1.3922125900994124e-15,false,PROHIBITED,ABORT,false
834,41.69999999999977,1.0,0.0,0.0,0.0,0.0,0.18094829206765342,0.9834926108506354,0.0,0.0,0.008726646259971648,20.849999999999884,0.0,1.3922125900994124e-15,false,PROHIBITED,ABORT,false
835,41.749999999999766,1.0,0.0,0.0,0.0,0.0,0.18116285256255593,0.983453110652154,0.0,0.0,0.008726646259971648,20.874999999999886,0.0,1.3645472033731848e-15,false,PROHIBITED,ABORT,false
836,41.79999999999976,1.0,0.0,0.0,0.0,0.0,0.18137740443474587,0.9834135636447745,0.0,0.0,0.008726646259971648,20.899999999999885,0.0,1.3645472033731848e-15,false,PROHIBITED,ABORT,false
837,41.84999999999976,1.0,0.0,0.0,0.0,0.0,0.18159194767401132,0.9833739698303792,0.0,0.0,0.008726646259971648,20.92499999999988,0.0,1.3645472033731848e-15,false,PROHIBITED,ABORT,false
838,41.89999999999976,1.0,0.0,0.0,0.0,0.0,0.1818064822701408,0.9833343292108525,0.0,0.0,0.008726646259971648,20.94999999999988,0.0,1.3922125900994124e-15,false,PROHIBITED,ABORT,false
839,41.949999999999754,1.0,0.0,0.0,0.0,0.0,0.18202100821292316,0.9832946417880813,0.0,0.0,0.008726646259971648,20.974999999999877,0.0,1.3922125900994124e-15,false,PROHIBITED,ABORT,false
840,41.99999999999975,1.0,0.0,0.0,0.0,0.0,0.18223552549214778,0.9832549075639545,0.0,0.0,0.008726646259971648,20.999999999999876,0.0,1.4054300946555646e-15,false,PROHIBITED,ABORT,false
841,42.04999999999975,1.0,0.0,0.0,0.0,0.0,0.18245003409760438,0.9832151265403635,0.0,0.0,0.008726646259971648,21.024999999999874,0.0,1.4271872719387392e-15,false,PROHIBITED,ABORT,false
842,42.099999999999746,1.0,0.0,0.0,0.0,0.0,0.18266453401908314,0.9831752987192016,0.0,0.0,0.008726646259971648,21.049999999999873,0.0,1.4602703977091186e-15,false,PROHIBITED,ABORT,false
843,42.14999999999974,1.0,0.0,0.0,0.0,0.0,0.18287902524637456,0.9831354241023644,0.0,0.0,0.008726646259971648,21.07499999999987,0.0,1.4602703977091186e-15,false,PROHIBITED,ABORT,false
844,42.19999999999974,1.0,0.0,0.0,0.0,0.0,0.18309350776926964,0.98309550269175,0.0,0.0,0.008726646259971648,21.09999999999987,0.0,1.487709209519727e-15,false,PROHIBITED,ABORT,false
845,42.24999999999974,1.0,0.0,0.0,0.0,0.0,0.18330798157755976,0.9830555344892582,0.0,0.0,0.008726646259971648,21.12499999999987,0.0,1.5151595604785607e-15,false,PROHIBITED,ABORT,false
846,42.299999999999734,1.0,0.0,0.0,0.0,0.0,0.18352244666103673,0.9830155194967917,0.0,0.0,0.008726646259971648,21.149999999999867,0.0,1.5029073952766851e-15,false,PROHIBITED,ABORT,false
847,42.34999999999973,1.0,0.0,0.0,0.0,0.0,0.18373690300949277,0.9829754577162547,0.0,0.0,0.008726646259971648,21.174999999999866,0.0,1.5426208345814821e-15,false,PROHIBITED,ABORT,false
848,42.39999999999973,1.0,0.0,0.0,0.0,0.0,0.1839513506127205,0.9829353491495543,0.0,0.0,0.008726646259971648,21.199999999999864,0.0,1.5151595604785607e-15,false,PROHIBITED,ABORT,false
849,42.449999999999726,1.0,0.0,0.0,0.0,0.0,0.18416578946051299,0.9828951937985994,0.0,0.0,0.008726646259971648,21.224999999999863,0.0,1.5151595604785607e-15,false,PROHIBITED,ABORT,false
850,42.49999999999972,1.0,0.0,0.0,0.0,0.0,0.1843802195426637,0.9828549916653011,0.0,0.0,0.008726646259971648,21.24999999999986,0.0,1.5624688148904796e-15,false,PROHIBITED,ABORT,false
851,42.54999999999972,1.0,0.0,0.0,0.0,0.0,0.18459464084896654,0.9828147427515732,0.0,0.0,0.008726646259971648,21.27499999999986,0.0,1.5624688148904796e-15,false,PROHIBITED,ABORT,false
852,42.59999999999972,1.0,0.0,0.0,0.0,0.0,0.18480905336921577,0.9827744470593314,0.0,0.0,0.008726646259971648,21.29999999999986,0.0,1.5426208345814821e-15,false,PROHIBITED,ABORT,false
853,42.649999999999714,1.0,0.0,0.0,0.0,0.0,0.18502345709320614,0.9827341045904933,0.0,0.0,0.008726646259971648,21.324999999999857,0.0,1.5700924586837751e-15,false,PROHIBITED,ABORT,false
854,42.69999999999971,1.0,0.0,0.0,0.0,0.0,0.18523785201073278,0.9826937153469792,0.0,0.0,0.008726646259971648,21.349999999999856,0.0,1.5895974606912448e-15,false,PROHIBITED,ABORT,false
855,42.74999999999971,1.0,0.0,0.0,0.0,0.0,0.18545223811159126,0.9826532793307117,0.0,0.0,0.008726646259971648,21.374999999999854,0.0,1.6167473892115479e-15,false,PROHIBITED,ABORT,false
856,42.799999999999706,1.0,0.0,0.0,0.0,0.0,0.18566661538557755,0.9826127965436151,0.0,0.0,0.008726646259971648,21.399999999999853,0.0,1.6439175459749098e-15,false,PROHIBITED,ABORT,false
857,42.8499999999997,1.0,0.0,0.0,0.0,0.0,0.18588098382248805,0.9825722669876166,0.0,0.0,0.008726646259971648,21.42499999999985,0.0,1.680072297996111e-15,false,PROHIBITED,ABORT,false
858,42.8999999999997,1.0,0.0,0.0,0.0,0.0,0.18609534341211953,0.9825316906646447,0.0,0.0,0.008726646259971648,21.44999999999985,1.1102230246251565e-16,1.6967262834264224e-15,false,PROHIBITED,ABORT,false
859,42.9499999999997,1.0,0.0,0.0,0.0,0.0,0.18630969414426932,0.9824910675766314,0.0,0.0,0.008726646259971648,21.474999999999852,0.0,1.680072297996111e-15,false,PROHIBITED,ABORT,false
860,42.999999999999694,1.0,0.0,0.0,0.0,0.0,0.186524036008735,0.9824503977255097,0.0,0.0,0.008726646259971648,21.499999999999847,0.0,1.698314660101103e-15,false,PROHIBITED,ABORT,false
861,43.04999999999969,1.0,0.0,0.0,0.0,0.0,0.18673836899531468,0.9824096811132155,0.0,0.0,0.008726646259971648,21.524999999999846,0.0,1.698314660101103e-15,false,PROHIBITED,ABORT,false
862,43.09999999999969,1.0,0.0,0.0,0.0,0.0,0.18695269309380688,0.9823689177416868,0.0,0.0,0.008726646259971648,21.549999999999844,0.0,1.680072297996111e-15,false,PROHIBITED,ABORT,false
863,43.149999999999686,1.0,0.0,0.0,0.0,0.0,0.18716700829401053,0.9823281076128637,0.0,0.0,0.008726646259971648,21.574999999999843,0.0,1.707588339091795e-15,false,PROHIBITED,ABORT,false
864,43.19999999999968,1.0,0.0,0.0,0.0,0.0,0.18738131458572496,0.9822872507286886,0.0,0.0,0.008726646259971648,21.59999999999984,0.0,1.7255398268433755e-15,false,PROHIBITED,ABORT,false
865,43.24999999999968,1.0,0.0,0.0,0.0,0.0,0.18759561195875,0.9822463470911064,0.0,0.0,0.008726646259971648,21.62499999999984,0.0,1.7527816313752602e-15,false,PROHIBITED,ABORT,false
866,43.29999999999968,1.0,0.0,0.0,0.0,0.0,0.18780990040288578,0.9822053967020636,0.0,0.0,0.008726646259971648,21.64999999999984,0.0,1.7527816313752602e-15,false,PROHIBITED,ABORT,false
867,43.349999999999675,1.0,0.0,0.0,0.0,0.0,0.188024179907933,0.9821643995635095,0.0,0.0,0.008726646259971648,21.674999999999837,0.0,1.7800393098203986e-15,false,PROHIBITED,ABORT,false
868,43.39999999999967,1.0,0.0,0.0,0.0,0.0,0.18823845046369264,0.9821233556773955,0.0,0.0,0.008726646259971648,21.699999999999836,0.0,1.807312143953211e-15,false,PROHIBITED,ABORT,false
869,43.44999999999967,1.0,0.0,0.0,0.0,0.0,0.1884527120599662,0.982082265045675,0.0,0.0,0.008726646259971648,21.724999999999834,0.0,1.807312143953211e-15,false,PROHIBITED,ABORT,false
870,43.499999999999666,1.0,0.0,0.0,0.0,0.0,0.18866696468655564,0.9820411276703038,0.0,0.0,0.008726646259971648,21.749999999999833,0.0,1.8619006149354546e-15,false,PROHIBITED,ABORT,false
871,43.54999999999966,1.0,0.0,0.0,0.0,0.0,0.1888812083332632,0.9819999435532399,0.0,0.0,0.008726646259971648,21.77499999999983,0.0,1.8619006149354546e-15,false,PROHIBITED,ABORT,false
872,43.59999999999966,1.0,0.0,0.0,0.0,0.0,0.1890954429898917,0.9819587126964436,0.0,0.0,0.008726646259971648,21.79999999999983,0.0,1.889215015009786e-15,false,PROHIBITED,ABORT,false
873,43.64999999999966,1.0,0.0,0.0,0.0,0.0,0.1893096686462443,0.9819174351018772,0.0,0.0,0.008726646259971648,21.82499999999983,0.0,1.916542091876757e-15,false,PROHIBITED,ABORT,false
874,43.699999999999655,1.0,0.0,0.0,0.0,0.0,0.18952388529212466,0.9818761107715055,0.0,0.0,0.008726646259971648,21.849999999999827,0.0,1.971232166893511e-15,false,PROHIBITED,ABORT,false
875,43.74999999999965,1.0,0.0,0.0,0.0,0.0,0.18973809291733676,0.9818347397072952,0.0,0.0,0.008726646259971648,21.874999999999826,0.0,1.9985941820837785e-15,false,PROHIBITED,ABORT,false
876,43.79999999999965,1.0,0.0,0.0,0.0,0.0,0.18995229151168508,0.9817933219112156,0.0,0.0,0.008726646259971648,21.899999999999824,0.0,1.9985941820837785e-15,false,PROHIBITED,ABORT,false
877,43.849999999999646,1.0,0.0,0.0,0.0,0.0,0.19016648106497455,0.9817518573852381,0.0,0.0,0.008726646259971648,21.924999999999823,0.0,2.025966904339278e-15,false,PROHIBITED,ABORT,false
878,43.89999999999964,1.0,0.0,0.0,0.0,0.0,0.1903806615670105,0.981710346131336,0.0,0.0,0.008726646259971648,21.94999999999982,0.0,2.053349905459987e-15,false,PROHIBITED,ABORT,false
879,43.94999999999964,1.0,0.0,0.0,0.0,0.0,0.1905948330075987,0.9816687881514853,0.0,0.0,0.008726646259971648,21.97499999999982,0.0,2.0807427796300308e-15,false,PROHIBITED,ABORT,false
880,43.99999999999964,1.0,0.0,0.0,0.0,0.0,0.1908089953765453,0.9816271834476639,0.0,0.0,0.008726646259971648,21.99999999999982,0.0,2.1013738783212888e-15,false,PROHIBITED,ABORT,false
881,44.049999999999635,1.0,0.0,0.0,0.0,0.0,0.19102314866365697,0.9815855320218521,0.0,0.0,0.008726646259971648,22.024999999999817,0.0,2.1013738783212888e-15,false,PROHIBITED,ABORT,false
882,44.09999999999963,1.0,0.0,0.0,0.0,0.0,0.19123729285874078,0.9815438338760324,0.0,0.0,0.008726646259971648,22.049999999999816,0.0,2.108145141983347e-15,false,PROHIBITED,ABORT,false
883,44.14999999999963,1.0,0.0,0.0,0.0,0.0,0.1914514279516042,0.9815020890121894,0.0,0.0,0.008726646259971648,22.074999999999818,0.0,2.1285106532917645e-15,false,PROHIBITED,ABORT,false
884,44.199999999999626,1.0,0.0,0.0,0.0,0.0,0.19166555393205517,0.9814602974323101,0.0,0.0,0.008726646259971648,22.099999999999813,0.0,2.162976888666514e-15,false,PROHIBITED,ABORT,false
885,44.24999999999962,1.0,0.0,0.0,0.0,0.0,0.191879670789902,0.9814184591383835,0.0,0.0,0.008726646259971648,22.12499999999981,0.0,2.190405596563678e-15,false,PROHIBITED,ABORT,false
