document,object_name,object_type,label,source_path,shape_file
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE291,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE291,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE291.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE292,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE292,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE292.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE293,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE293,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE293.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE294,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE294,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE294.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE295,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE295,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE295.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE296,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE296,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE296.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE297,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE297,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE297.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE298,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE298,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE298.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE299,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE299,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE299.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE300,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE300,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE300.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE301,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE301,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE301.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE302,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE302,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE302.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE303,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE303,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE303.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE304,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE304,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE304.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE305,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE305,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE305.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE306,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE306,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE306.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE307,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE307,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE307.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE308,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE308,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE308.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE309,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE309,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE309.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE310,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE310,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE310.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE311,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE311,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE311.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE312,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE312,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE312.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE313,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE313,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE313.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE314,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE314,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE314.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE315,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE315,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE315.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE316,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE316,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE316.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE317,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE317,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE317.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE318,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE318,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE318.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE319,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE319,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE319.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE320,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE320,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE320.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE321,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE321,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE321.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE322,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE322,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE322.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE323,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE323,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE323.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE324,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE324,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE324.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE325,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE325,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE325.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE326,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE326,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE326.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE327,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE327,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE327.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE328,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE328,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE328.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE329,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE329,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE329.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE330,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE330,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE330.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE331,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE331,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE331.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE332,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE332,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE332.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE333,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE333,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE333.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE334,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE334,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE334.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE335,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE335,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE335.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE336,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE336,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE336.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE337,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE337,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE337.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE338,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE338,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE338.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE339,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE339,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE339.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE340,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE340,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE340.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE341,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE341,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE341.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE342,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE342,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE342.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE343,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE343,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE343.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE344,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE344,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE344.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE345,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE345,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE345.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE346,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE346,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE346.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE347,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE347,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE347.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE348,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE348,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE348.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE349,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE349,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE349.Shape.brp
