pair_index,object_a,category_a,object_b,category_b,pair_class,policy,status,reason
9522,R::RC-CLP-L4-01,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9523,R::RC-CONN-WR-D1,R,R::RC-CONN-WR-P1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9524,R::RC-CONN-WR-D1,R,R::RC-GDE-J1-ANNULUS-LOW,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9525,R::RC-CONN-WR-D1,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9526,R::RC-CONN-WR-D1,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9527,R::RC-CONN-WR-D1,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9528,R::RC-CONN-WR-D1,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9529,R::RC-CONN-WR-D1,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9530,R::RC-CONN-WR-D1,R,R::RC-GDE-J3-SADDLE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9531,R::RC-CONN-WR-D1,R,R::RC-GDE-J3-SADDLE-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9532,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9533,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9534,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-B-TO-ANNULUS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9535,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9536,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-FIXED-APPROACH,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9537,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9538,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-TROMBONE-U,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9539,R::RC-CONN-WR-D1,R,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9540,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-HIGH-BYPASS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9541,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9542,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-HIGH-RETURN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9543,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9544,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-WRAP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9545,R::RC-CONN-WR-D1,R,R::RC-GDE-J5-WRAP-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9546,R::RC-CONN-WR-D1,R,R::RC-GDE-J6-RING-0,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9547,R::RC-CONN-WR-D1,R,R::RC-GDE-J6-RING-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9548,R::RC-CONN-WR-D1,R,R::RC-GDE-J6-RING-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9549,R::RC-CONN-WR-D1,R,R::RC-GDE-J6-RING-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9550,R::RC-CONN-WR-D1,R,R::RC-GSP-J5-HIGH-A6,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9551,R::RC-CONN-WR-D1,R,R::RC-GSP-J5-HIGH-W2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9552,R::RC-CONN-WR-D1,R,R::RC-GSP-J5-HIGH-W3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9553,R::RC-CONN-WR-D1,R,R::RC-GSP-L4-HIGH-E1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9554,R::RC-CONN-WR-D1,R,R::RC-GSP-L4-HIGH-E2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9555,R::RC-CONN-WR-D1,R,R::RC-PLT-BASE-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9556,R::RC-CONN-WR-D1,R,R::RC-PLT-BUS-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9557,R::RC-CONN-WR-D1,R,R::RC-PLT-WRIST-SPLIT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9558,R::RC-CONN-WR-D1,R,R::RC-SR-WRIST,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9559,R::RC-CONN-WR-D1,R,R::RC-SR-WRIST-BOOT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9560,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-A-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9561,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-A-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9562,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-A-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9563,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-A-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9564,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-B-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9565,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-B-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9566,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-B-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9567,R::RC-CONN-WR-D1,R,R::RC-TEL-J4-B-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9568,R::RC-CONN-WR-D1,R,R::RC-TRK-J3-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9569,R::RC-CONN-WR-D1,R,R::RC-TRK-J3-STOP-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9570,R::RC-CONN-WR-D1,R,R::RC-TRK-J3-STOP-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9571,R::RC-CONN-WR-D1,R,R::RC-TRK-J4-STOP-NEG,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9572,R::RC-CONN-WR-D1,R,R::RC-TRK-J4-STOP-POS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9573,R::RC-CONN-WR-D1,R,R::RC-TRK-J4-TROMBONE-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9574,R::RC-CONN-WR-D1,R,S::LEFT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9575,R::RC-CONN-WR-D1,R,S::LEFT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9576,R::RC-CONN-WR-D1,R,S::LEFT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9577,R::RC-CONN-WR-D1,R,S::RIGHT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9578,R::RC-CONN-WR-D1,R,S::RIGHT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9579,R::RC-CONN-WR-D1,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9580,R::RC-CONN-WR-P1,R,R::RC-GDE-J1-ANNULUS-LOW,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9581,R::RC-CONN-WR-P1,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9582,R::RC-CONN-WR-P1,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9583,R::RC-CONN-WR-P1,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9584,R::RC-CONN-WR-P1,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9585,R::RC-CONN-WR-P1,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9586,R::RC-CONN-WR-P1,R,R::RC-GDE-J3-SADDLE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9587,R::RC-CONN-WR-P1,R,R::RC-GDE-J3-SADDLE-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9588,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9589,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9590,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-B-TO-ANNULUS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9591,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9592,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-FIXED-APPROACH,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9593,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9594,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-TROMBONE-U,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9595,R::RC-CONN-WR-P1,R,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9596,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-HIGH-BYPASS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9597,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9598,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-HIGH-RETURN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9599,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9600,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-WRAP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9601,R::RC-CONN-WR-P1,R,R::RC-GDE-J5-WRAP-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9602,R::RC-CONN-WR-P1,R,R::RC-GDE-J6-RING-0,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9603,R::RC-CONN-WR-P1,R,R::RC-GDE-J6-RING-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9604,R::RC-CONN-WR-P1,R,R::RC-GDE-J6-RING-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9605,R::RC-CONN-WR-P1,R,R::RC-GDE-J6-RING-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9606,R::RC-CONN-WR-P1,R,R::RC-GSP-J5-HIGH-A6,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9607,R::RC-CONN-WR-P1,R,R::RC-GSP-J5-HIGH-W2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9608,R::RC-CONN-WR-P1,R,R::RC-GSP-J5-HIGH-W3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9609,R::RC-CONN-WR-P1,R,R::RC-GSP-L4-HIGH-E1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9610,R::RC-CONN-WR-P1,R,R::RC-GSP-L4-HIGH-E2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9611,R::RC-CONN-WR-P1,R,R::RC-PLT-BASE-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9612,R::RC-CONN-WR-P1,R,R::RC-PLT-BUS-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9613,R::RC-CONN-WR-P1,R,R::RC-PLT-WRIST-SPLIT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9614,R::RC-CONN-WR-P1,R,R::RC-SR-WRIST,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9615,R::RC-CONN-WR-P1,R,R::RC-SR-WRIST-BOOT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9616,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-A-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9617,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-A-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9618,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-A-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9619,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-A-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9620,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-B-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9621,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-B-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9622,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-B-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9623,R::RC-CONN-WR-P1,R,R::RC-TEL-J4-B-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9624,R::RC-CONN-WR-P1,R,R::RC-TRK-J3-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9625,R::RC-CONN-WR-P1,R,R::RC-TRK-J3-STOP-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9626,R::RC-CONN-WR-P1,R,R::RC-TRK-J3-STOP-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9627,R::RC-CONN-WR-P1,R,R::RC-TRK-J4-STOP-NEG,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9628,R::RC-CONN-WR-P1,R,R::RC-TRK-J4-STOP-POS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9629,R::RC-CONN-WR-P1,R,R::RC-TRK-J4-TROMBONE-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9630,R::RC-CONN-WR-P1,R,S::LEFT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9631,R::RC-CONN-WR-P1,R,S::LEFT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9632,R::RC-CONN-WR-P1,R,S::LEFT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9633,R::RC-CONN-WR-P1,R,S::RIGHT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9634,R::RC-CONN-WR-P1,R,S::RIGHT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9635,R::RC-CONN-WR-P1,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9636,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9637,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9638,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9639,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9640,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9641,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J3-SADDLE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9642,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J3-SADDLE-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9643,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9644,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9645,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-B-TO-ANNULUS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9646,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9647,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-FIXED-APPROACH,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9648,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9649,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-TROMBONE-U,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9650,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9651,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-HIGH-BYPASS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9652,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9653,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-HIGH-RETURN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9654,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9655,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-WRAP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
9656,R::RC-GDE-J1-ANNULUS-LOW,R,R::RC-GDE-J5-WRAP-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
