sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,segment_id,candidate_state,authority_class,released_for_mission_gate
895,8.950000000000001,-1.258408470312948,-2.158046880465135,-2.010851935381575,-1.022192072341841,-0.5116032329127542,-0.003978252026425835,-0.3194180973655265,0.06508442437596451,-0.08542327786014864,-0.02556870897961502,-0.01226574282042118,0.004067786234599373,0.17914565215374,-0.03650260190655468,0.04790964866293791,0.01434021141150494,0.006879242331093913,-0.002281418065631367,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
896,8.960000000000001,-1.261593693065953,-2.157397861542606,-2.011703772426879,-1.022447042345979,-0.5117255463428207,-0.003937688246929097,-0.3176263613949729,0.06471934141654866,-0.08494410663933497,-0.02542528449622713,-0.01219693966619114,0.004044968495162669,0.1792007557785895,-0.03651382978541921,0.04792438524892174,0.0143446223342395,0.006881358325448807,-0.002282119809735686,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
897,8.970000000000001,-1.264760995782741,-2.156752493995034,-2.012550817044184,-1.022700577891033,-0.5118471716385663,-0.003897352678912051,-0.3158340979980534,0.06435415098907851,-0.08446479436674814,-0.02528181779353054,-0.01212811625864353,0.004022144038956537,0.1792511349740645,-0.0365240950176182,0.04793785836158796,0.01434865507689984,0.00688329290041589,-0.002282761388279776,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
898,8.98,-1.267910373425532,-2.156110778848917,-2.013393067886217,-1.022952678573742,-0.5119681086065385,-0.00385724538653081,-0.3140413544926484,0.06398886273501472,-0.08398535369680096,-0.02513831265921644,-0.01205927441479799,0.003999313468573706,0.1792967750223169,-0.03653339460425246,0.04795006406488272,0.0143523084613549,0.006885045490825742,-0.002283342613831988,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
899,8.99,-1.271041821430436,-2.155472717034187,-2.014230523732438,-1.023203344028776,-0.5120883570714829,-0.003817366427906442,-0.3122481783438239,0.06362348632580833,-0.08350579732326857,-0.02499477289275789,-0.0119904159573261,0.003976477388481309,0.1793376612054983,-0.03654172554642272,0.04796099842275207,0.01435558130947363,0.006886615531508933,-0.002283863298960671,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
900,9,-1.27415533570896,-2.154838309383915,-2.015063183489445,-1.02345257392886,-0.5122079168764003,-0.003777715855105883,-0.3104546171638151,0.06325803146289752,-0.08302613797928424,-0.02485120230540854,-0.0119215427145508,0.003953636405020678,0.1793737788057599,-0.0365490848452297,0.04797065749914203,0.01435847244312495,0.006888002457296025,-0.002284323256234171,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
901,9.01,-1.277250912649457,-2.154207556634007,-2.01589104619136,-1.02370036798489,-0.5123267878826023,-0.00373829371412341,-0.3086607187120424,0.06289250787771083,-0.08254638843734359,-0.02470760472020388,-0.01185265652044698,0.003930791126407553,0.1794051131052529,-0.03655546950177404,0.04797903735799856,0.01436098068417773,0.006889205703017569,-0.002284722298220833,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
902,9.02,-1.28032854911863,-2.153580459422901,-2.016714111000232,-1.023946725946053,-0.5124449699697694,-0.003699100044861535,-0.3068665308951042,0.06252692533166568,-0.08206656150930258,-0.02456398397196066,-0.01178375921464119,0.003907942162731976,0.17943164938613,-0.03656087651715673,0.04798613406326802,0.01436310485450103,0.006890224703504183,-0.00228506023748902,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
903,9.029999999999999,-1.283388242462967,-2.152957018291276,-2.017532377206424,-1.02419164759994,-0.5125624630360062,-0.003660134881112706,-0.3050721017667763,0.06216129361616823,-0.08158667004637746,-0.02442034390727686,-0.01171485264241164,0.003885090125958294,0.1794533729305417,-0.03656530289247831,0.04799194367889625,0.01436484377596369,0.006891058893586399,-0.002285336886607068,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
904,9.040000000000001,-1.286429990510253,-2.15233723368174,-2.018345844229009,-1.02443513277267,-0.5126792669978989,-0.003621398250540045,-0.3032774795280072,0.06179562255261252,-0.08110672693914348,-0.02427668838453131,-0.01164593865468802,0.003862235629925099,0.1794702690206396,-0.0365687456288395,0.04799646226882927,0.01436619627043463,0.006891707708094782,-0.002285552058143325,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
905,9.050000000000001,-1.289453791570973,-2.151721105938549,-2.019154511616156,-1.024677181329003,-0.5127953817905697,-0.003582890174659514,-0.3014827125269381,0.06142992199238446,-0.08062674511754024,-0.0241330212738853,-0.01157701910805225,0.003839379290345482,0.1794823229385759,-0.03657120172734121,0.04799968589701335,0.01436716115978285,0.006892170581859932,-0.002285705564666151,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
906,9.06,-1.292459644439883,-2.151108635307281,-2.019958379045538,-1.02491779317246,-0.512910807367737,-0.003544610668819906,-0.2996878492588704,0.06106420181685518,-0.08014673755086292,-0.02398934645727994,-0.01150809586473725,0.003816521724806611,0.1794895199665005,-0.03657266818908384,0.04800161062739413,0.01436773726587715,0.006892446949712358,-0.002285797218743873,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
907,9.07,-1.295447548397391,-2.15049982193456,-2.020757446324715,-1.02515696824544,-0.5130255437017681,-0.003506559742185188,-0.2978929383663001,0.06069847193738814,-0.07966671724777165,-0.02384566782843897,-0.01143917079262825,0.003793663552770183,0.1794918453865664,-0.03657314201516844,0.04800223252391807,0.01436792341058658,0.006892536246482684,-0.002285826832944859,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
908,9.08,-1.298417503211077,-2.149894665867745,-2.021551713391528,-1.025394706529338,-0.5131395907837381,-0.003468737397715242,-0.2960980286388914,0.06033274229533366,-0.07918669725628426,-0.0237019892928666,-0.01137024576526177,0.003770805395572075,0.1794892844809239,-0.03657262020669546,0.04800154765053086,0.01436771841577997,0.006892437907001427,-0.00228579421983744,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
909,9.09,-1.301369509137156,-2.149293167054628,-2.022341180314499,-1.025631008044664,-0.5132529486234857,-0.003431143632147172,-0.2943031690134925,0.05996702286203221,-0.07870669066378064,-0.02355831476784878,-0.01130132266182625,0.003747947876422554,0.1794818225317259,-0.03657109976476598,0.047999552071179,0.01436712110332636,0.006892151366099217,-0.002285699191989986,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
910,9.1,-1.304303566921948,-2.148695325343141,-2.023125847293218,-1.025865872851159,-0.5133656172496698,-0.003393778435976588,-0.2925084085741305,0.05960132363881333,-0.07822671059700134,-0.02341464818245284,-0.01123240336716184,0.00372509162040621,0.179469444821123,-0.03656857769048049,0.04799624184980825,0.01436613029509461,0.006891676058606582,-0.00228554156197083,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
911,9.109999999999999,-1.307219677803348,-2.14810114048105,-2.023905714658741,-1.026099301047914,-0.513477596709826,-0.003356641793438919,-0.2907137965520007,0.05923565465699341,-0.07774677022204467,-0.02327099347752657,-0.01116348977175998,0.003702237254481813,0.1794521366312663,-0.03656505098493969,0.04799161305036458,0.01436474481295362,0.006891011419354079,-0.002285321142348318,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
912,9.120000000000001,-1.310117843512292,-2.147510612115662,-2.024680782873979,-1.026331292773486,-0.5135888870704224,-0.003319733682490722,-0.2889193823254938,0.05887002597788137,-0.07726688274437402,-0.02312735460570044,-0.01109458377176445,0.003679385407482672,0.1794298832443082,-0.03656051664924446,0.04798566173679426,0.01436296347877238,0.006890156883172307,-0.002285037745690808,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
913,9.130000000000001,-1.312998066274249,-2.146923739793515,-2.025451052534098,-1.026561848206018,-0.513699488416918,-0.00328305407479066,-0.2871252154201636,0.05850444769277189,-0.0767870614088092,-0.02298373553138497,-0.01102568726897016,0.00365653671011621,0.1794026699423992,-0.03655497168449536,0.04797838397304312,0.01436078511441975,0.006889111884891798,-0.002284691184566637,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
914,9.140000000000001,-1.315860348810656,-2.146340522960092,-2.026216524366904,-1.026790967563358,-0.5138094008538167,-0.003246602935681256,-0.2853313455087543,0.05813892992295112,-0.0763073194995337,-0.02284014023077298,-0.01095680217082415,0.003633691794964322,0.1793704820076919,-0.03654841309179333,0.0479697758230575,0.01435820854176475,0.006887875859343163,-0.002284281271544168,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
915,9.15,-1.318704694340449,-2.145760960959505,-2.02697719923325,-1.027018651103171,-0.5139186245047263,-0.003210380224169404,-0.2835378224111813,0.05777348281969274,-0.07582767034008972,-0.022696572691838,-0.01088793039042486,0.003610851296483127,0.1793333047223374,-0.03654083787223905,0.04795983335078335,0.01435523258267627,0.006886448241356955,-0.002283807819191744,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
916,9.16,-1.321531106581469,-2.145185053034209,-2.027733078127412,-1.027244899123064,-0.514027159512413,-0.00317438589290843,-0.2817446960945363,0.05740811656425895,-0.07534812729337932,-0.02255303691433471,-0.01081907384652238,0.003588015851003032,0.1792911233684862,-0.03653224302693302,0.04794855262016643,0.01435185605902315,0.006884828465763703,-0.002283270640077699,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
917,9.17,-1.324339589751972,-2.144612798324694,-2.028484162177496,-1.0274697119607,-0.514135006038859,-0.003138619888178887,-0.279952016673098,0.05704284136790263,-0.07486870376166734,-0.02240953690979975,-0.01075023446351879,0.003565186096728866,0.1792439232282909,-0.0365226255569762,0.0479359296951531,0.01434807779267442,0.006883015967394014,-0.002282669546770396,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
918,9.18,-1.327130148572105,-2.144044195869186,-2.02923045264583,-1.027693089993914,-0.5142421642653192,-0.003103082149869762,-0.2781598344083165,0.05667766747186433,-0.07438941318657741,-0.02226607670155054,-0.01068141417146761,0.003542362673739691,0.1791916895839023,-0.03651198246346919,0.04792196063968925,0.01434389660549895,0.006881010181078436,-0.002282004351838176,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
919,9.19,-1.329902788265343,-2.143479244603354,-2.029971950929349,-1.027915033640834,-0.5143486343923767,-0.003067772611460136,-0.2763681997088251,0.05631260514737441,-0.0739102690490948,-0.02212266032468616,-0.01061261490607421,0.003519546223988937,0.1791344077174719,-0.03650031074751274,0.04790664151772094,0.01433931131936568,0.006878810541647535,-0.002281274867849387,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
920,9.200000000000001,-1.332657514560001,-2.14291794336,-2.03070865856,-1.02813554336,-0.5144544166400001,-0.003032691199999972,-0.2745771631304344,0.0559476646956521,-0.07343128486956511,-0.02197929182608693,-0.01054383860869564,0.003496737391304343,0.1790720629111533,-0.03648760741020797,0.04788996839319475,0.01433432075614368,0.006876416483931955,-0.002280480907372403,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
921,9.210000000000001,-1.335394333690676,-2.142360290868766,-2.031440577205127,-1.028354619650477,-0.5145595112475998,-0.002997837836091775,-0.2727867753761309,0.05558285644790504,-0.07295247420769377,-0.02183597526441427,-0.01047508722634054,0.003473936821387928,0.1790046404470953,-0.03647386945265511,0.04787193733005605,0.0143289237377017,0.006873827442762169,-0.002279622282975539,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
922,9.220000000000001,-1.338113252399754,-2.141806285755828,-2.032167708667872,-1.028572263051978,-0.5146639184740852,-0.002963212433871293,-0.2709970872960764,0.05521819076532921,-0.07247385066254584,-0.02169271471011063,-0.01040636271166909,0.003451145161815986,0.1789321256074493,-0.03645909387595485,0.04785254439225084,0.01432311908590862,0.006871042852968734,-0.002278698807227141,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
923,9.23,-1.340814277938827,-2.141255926543606,-2.032890054887559,-1.028788474144977,-0.5147676385979194,-0.00292881490098959,-0.269208149887626,0.05485367803911262,-0.07199542787255096,-0.02154951424540098,-0.01033766702299378,0.00342836306203932,0.1788545036743694,-0.03644327768120847,0.04783178564372591,0.01431690562263361,0.006868062149382326,-0.002277710292695594,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
924,9.24,-1.343497418070213,-2.140709211650456,-2.033607617940096,-1.02900325355083,-0.5148706719171777,-0.002894645138593617,-0.267420014295296,0.05448932869042875,-0.07151721951549464,-0.02140637796429022,-0.01026900212427809,0.003405591173382826,0.1787717599300042,-0.03642641786951609,0.04780965714842651,0.01431028216974536,0.006864884766833394,-0.002276656551949205,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
925,9.25,-1.346162681068405,-2.140166139390373,-2.034320400038363,-1.029216601931893,-0.5149730187496028,-0.002860703041307797,-0.26563273181079,0.05412515317044184,-0.07103923930852528,-0.02126330997256524,-0.01020036998513756,0.003382830149045828,0.178683879656507,-0.03640851144197883,0.04778615497029919,0.01430324754911293,0.006861510140152579,-0.002275537397556348,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
926,9.26,-1.348810075721566,-2.139626707972686,-2.035028403532617,-1.029428519991637,-0.5150746794326626,-0.002826988497214959,-0.2638463538729885,0.05376116196030486,-0.07056150100815142,-0.02112031438779416,-0.01013177258083935,0.003360080644101951,0.1785908481360282,-0.03638955539969718,0.04776127517328969,0.01429580058260517,0.006857937704170406,-0.002274352642085356,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
927,9.27,-1.351439611332959,-2.139090915501767,-2.035731630910864,-1.029639008474768,-0.5151756543236049,-0.002793501387838147,-0.2620609320679504,0.05339736557115968,-0.07008401841024212,-0.02097739533932635,-0.01006321189230232,0.003337343315499131,0.1784926506507205,-0.03636954674377214,0.04773501382134441,0.0142879400920911,0.006854166893717491,-0.002273102098104594,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
928,9.279999999999999,-1.354051297722461,-2.138558759976726,-2.036430084799276,-1.029848068167347,-0.5152759437995157,-0.002760241588121326,-0.2602765181289179,0.05303377454413819,-0.06960680535002824,-0.02083455696829292,-0.009994689906097195,0.003314618822059683,0.1783892724827339,-0.03634848247530411,0.04770736697840899,0.01427966489943954,0.006850197143624341,-0.002271785578182391,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
929,9.290000000000001,-1.356645145228014,-2.138030239291109,-2.037123767962569,-1.030055699896901,-0.5153755482573749,-0.002727208966410898,-0.2584931639362981,0.05267039945035853,-0.0691298757020976,-0.02069180342760518,-0.009926208614445889,0.003291907824480068,0.1782806989142215,-0.03632635959539419,0.04767833070842994,0.01427097382651954,0.006846027888721592,-0.002270402894887115,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
930,9.300000000000001,-1.359221164707091,-2.137505351232606,-2.037812683304403,-1.030261904532548,-0.5154744681141123,-0.002694403384437064,-0.2567109215176913,0.05230725089093075,-0.06865324338040239,-0.02054913888195692,-0.009857770015222561,0.003269210985331246,0.1781669152273328,-0.03630317510514269,0.04764790107535276,0.01426186569519987,0.006841658563839731,-0.00226895386078709,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
931,9.31,-1.361779367538177,-2.136984093482743,-2.03849683386777,-1.03046668298511,-0.5155727038066651,-0.002661824697294944,-0.2549298430478725,0.05194433949695322,-0.06817692233825447,-0.02040656750782297,-0.009789376111952935,0.003246528969058452,0.178047906704222,-0.03627892600565087,0.04761607414312421,0.01425233932734967,0.006837088603809428,-0.002267438288450698,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
932,9.32,-1.364319765622257,-2.136466463616584,-2.039176222835401,-1.030670036207235,-0.5156702557920342,-0.002629472753425594,-0.2531499808487891,0.05158167592951195,-0.06770092656832447,-0.02026409349345896,-0.009721028913814177,0.003223862441981151,0.1779236586270379,-0.03625360929801896,0.04758284597568968,0.01424239354483766,0.006832317443461154,-0.002265855990446254,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
933,9.33,-1.366842371384266,-2.135952459102431,-2.039850853530146,-1.030871965193511,-0.5157671245473405,-0.002597347394597604,-0.2513713873895728,0.05121927087968323,-0.0672252701026452,-0.02012172103890229,-0.009652730435635385,0.003201212072293208,0.1777941562779335,-0.03622722198334796,0.04754821263699557,0.01423202716953289,0.006827344517625529,-0.002264206779342124,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
934,9.34,-1.369347197774556,-2.13544207730153,-2.040520729415369,-1.031072470980584,-0.5158633105698811,-0.002565448455888367,-0.2495941152865299,0.05085713506853149,-0.06674996701260898,-0.0199794543559714,-0.009584482697897197,0.003178578530062749,0.1776593849390594,-0.03619976106273845,0.04751217019098773,0.01422123902330422,0.006822169261133091,-0.002262490467706647,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
935,9.35,-1.371834258270382,-2.134935315467764,-2.041185854095349,-1.03127155464728,-0.5159588143771865,-0.002533775765665186,-0.2478182173031482,0.05049527924711081,-0.06627503140896944,-0.01983729766826622,-0.009516287726732062,0.003155962487232258,0.1775193298925674,-0.0361712235372912,0.04747471470161227,0.01421002792802059,0.006816791108814417,-0.002260706868108173,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
936,9.359999999999999,-1.374303566877373,-2.134432170747355,-2.041846231315667,-1.031469217314717,-0.5160536365070765,-0.002502329145566515,-0.2460437463500969,0.05013371419646483,-0.06580047744184152,-0.01969525521116828,-0.009448147553924233,0.00313336461761857,0.1773739764206098,-0.03614160640810711,0.04743584223281547,0.014198392705551,0.006811209495500105,-0.002258855793115062,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
937,9.370000000000001,-1.376755138130993,-2.133932640178566,-2.042501864963601,-1.031665460146428,-0.5161477775177169,-0.002471108410483362,-0.2442707554852142,0.04977245072762422,-0.06532631930069817,-0.01955333123183963,-0.009380064216909295,0.003110785596912717,0.1772233098053375,-0.03611090667628682,0.04739554884854325,0.01418633217776433,0.006805423856020705,-0.002256937055295655,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
938,9.380000000000001,-1.379188987098031,-2.133436720691398,-2.043152759068524,-1.031860284348475,-0.5162412379876766,-0.002440113368540317,-0.2424992979135289,0.0494114996816112,-0.06485257121437618,-0.01941152998922462,-0.009312039758774995,0.003088226102680204,0.1770673153289021,-0.03607912134293105,0.04735383061274166,0.01417384516652953,0.006799433625206784,-0.002254950467218301,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
939,9.390000000000001,-1.381605129378071,-2.13294440910729,-2.043798917802296,-1.032053691169569,-0.516334018515984,-0.002409343821076847,-0.2407294269872314,0.04905087192943342,-0.06437924745106824,-0.01926985575404752,-0.009244076228260118,0.003065686814360632,0.1769059782734537,-0.03604624740914025,0.04731068358935639,0.01416093049371539,0.006793238237888857,-0.00225289584145133,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
940,9.4,-1.384003581104915,-2.132455702138829,-2.044440345479645,-1.032245681901188,-0.5164261197221816,-0.002378799562629139,-0.2389611962057136,0.04869057837209233,-0.06390636231833384,-0.01912831280881581,-0.009176175679756034,0.003043168413268216,0.1767392839211458,-0.0360122818760156,0.04726610384233405,0.01414758698119103,0.006786837128897574,-0.002250772990563118,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
941,9.41,-1.386384358948134,-2.131970596389433,-2.045077046558581,-1.032436257877691,-0.5165175422463852,-0.002348480380910373,-0.237194659215526,0.04833062994057426,-0.06343393016308768,-0.01898690544781665,-0.009108340173305047,0.003020671582591236,0.1765672175541287,-0.03597722174465755,0.04722008743562034,0.01413381345082525,0.006780229733063451,-0.002248581727121996,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
942,9.42,-1.388747480114493,-2.131489088353064,-2.045709025640781,-1.032625420476444,-0.5166082867493396,-0.002318386056792583,-0.235429869810404,0.04797103759585584,-0.06296196537160666,-0.01884563797711904,-0.009040571774601387,0.002998197007392363,0.1763897644545546,-0.03594106401616701,0.04717263043316154,0.01411960872448707,0.006773415485217089,-0.002246321863696324,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
943,9.43,-1.391092962349413,-2.131011174413926,-2.046336287471974,-1.032813171117926,-0.5166983539124737,-0.002288516364288007,-0.2336668819312705,0.04761181232890455,-0.06249048236953068,-0.018704514714574,-0.008972872554991344,0.002975745374608708,0.176206909904575,-0.03590380569164469,0.04712372889890369,0.0141049716240454,0.006766393820189053,-0.002243993212854447,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
944,9.44,-1.393420823938479,-2.130536850846161,-2.046958836942348,-1.03299951126586,-0.5167877444379589,-0.002258871070529911,-0.2319057496662099,0.04725296516067336,-0.06201949562185562,-0.0185635399898125,-0.008905244591472234,0.002953317373051474,0.1760186391863401,-0.03586544377219105,0.04707337889679248,0.01408990097136907,0.006759164172809858,-0.002241595587164698,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
945,9.450000000000001,-1.395731083708886,-2.130066113813551,-2.047576679086936,-1.033184442427319,-0.5168764590487649,-0.002229449935754142,-0.2301465272504959,0.04689450714210654,-0.06154901963294081,-0.01842271814424772,-0.008837689966693494,0.002930913693406327,0.1758249375820025,-0.03582597525890709,0.0470215764907743,0.01407439558832709,0.006751725977910124,-0.002239128799195442,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
946,9.460000000000001,-1.398023761030911,-2.129598959369221,-2.04818981908601,-1.033367966152851,-0.5169644984887156,-0.002200252713280434,-0.2283892690665811,0.04653644935413726,-0.06107906894650615,-0.01828205353107413,-0.008770210768956257,0.002908535028233245,0.1756257903737138,-0.03578539715289351,0.04696831774479519,0.0140584542967884,0.006744078670320413,-0.002236592661515025,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
947,9.470000000000001,-1.400298875819401,-2.129135383455334,-2.048798262265479,-1.033550084036596,-0.5170518635225465,-0.002171279149493402,-0.226634029644097,0.04617880290768796,-0.06060965814563233,-0.01814155051526759,-0.008702809092213385,0.002886182071966536,0.175421182843625,-0.03574370645525098,0.04691359872280109,0.01404207591862189,0.006736221684871277,-0.002233986986691791,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
948,9.48,-1.402556448535238,-2.128675381902795,-2.049402014097279,-1.033730797716403,-0.5171385549359613,-0.002142528983823909,-0.2248808636598418,0.04582157894366755,-0.0601408018527573,-0.0180012134735843,-0.008635487036068966,0.002863855520914671,0.1752111002738878,-0.03570090016708028,0.04685741548873815,0.01402525927569652,0.0067281544563933,-0.002231311587294092,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
949,9.49,-1.404796500186795,-2.128218950430952,-2.050001080199764,-1.033910108873943,-0.5172245735356871,-0.002114001948730571,-0.2231298259378101,0.04546478863297763,-0.05967251472968444,-0.01786104679456323,-0.008568246705779485,0.002841556073260666,0.1749955279466535,-0.03565697528948206,0.04679976410655227,0.01400800318988117,0.006719876419717028,-0.00222856627589027,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
950,9.5,-1.407019052331424,-2.127766084647291,-2.050595466338105,-1.034088019234836,-0.5173099201495321,-0.002085697769680706,-0.2213809714491587,0.04510844317650543,-0.05920481147757321,-0.01772105487852332,-0.008501090212252475,0.002819284429061643,0.1747744511440733,-0.03561192882355704,0.04674064064018953,0.01399030648304478,0.006711387009673029,-0.002225750865048673,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
951,9.51,-1.409224127076937,-2.127316780047141,-2.051185178424684,-1.034264530568762,-0.5173945956264426,-0.002057616165131559,-0.2196343553122363,0.04475255380512996,-0.05873770683694728,-0.01758124213756593,-0.008434019672047698,0.002797041290249218,0.1745478551482996,-0.03556575777040612,0.0466800411535962,0.01397216797705633,0.006702685661091904,-0.002222865167337661,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
952,9.52,-1.411411747083043,-2.126871032013372,-2.051770222519477,-1.034439644689582,-0.5174786008365575,-0.002029756846511965,-0.2178900327925649,0.04439713177971814,-0.05827121558768945,-0.0174416129955733,-0.008367037207376403,0.002774827360629253,0.1743157252414834,-0.03551845913112994,0.04661796171071818,0.01395358649378471,0.006693771808804201,-0.002219908995325575,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
953,9.529999999999999,-1.413581935562866,-2.126428835816095,-2.052350604830467,-1.034613363455454,-0.5175619366712674,-0.002002119518203005,-0.2161480593028392,0.04404218839112471,-0.05780535254904149,-0.01730217188820852,-0.008300144946101312,0.002752643345881853,0.1740780467057762,-0.03547002990682922,0.04655439837550152,0.01393456085509886,0.006684644887640486,-0.002216882161580764,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
954,9.540000000000001,-1.415734716284382,-2.125990186612361,-2.052926331714018,-1.034785688768952,-0.5176446040432686,-0.001974703877519787,-0.214408490402939,0.04368773496019474,-0.05734013257960753,-0.01716292326291652,-0.0082333450217371,0.002730489953561526,0.173834804823329,-0.03542046709860459,0.04648934721189217,0.01391508988286766,0.00667530433243131,-0.002213784478671568,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
