t_s,q1_deg,q2_deg,base_theta_deg,base_omega_dps,H_reaction_kgm2ps,ee_x_m,ee_z_m,clearance_min_m
10.2051,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2171,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2291,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2411,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2531,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2651,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2771,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.2891,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3012,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3132,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3252,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3372,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3492,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3612,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3732,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3852,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.3972,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4092,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4212,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4332,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4452,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4572,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4692,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4812,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.4932,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5053,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5173,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5293,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5413,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5533,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5653,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5773,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.5893,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6013,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6133,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6253,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6373,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6493,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6613,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6733,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6853,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.6973,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7094,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7214,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7334,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7454,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7574,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7694,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7814,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.7934,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8054,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8174,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8294,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8414,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8534,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8654,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8774,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.8894,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9015,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9135,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9255,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9375,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9495,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9615,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9735,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9855,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.9975,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0095,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0215,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0335,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0455,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0575,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0695,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0815,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.0935,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1056,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1176,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1296,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1416,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1536,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1656,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1776,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.1896,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2016,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2136,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2256,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2376,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2496,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2616,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2736,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2856,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.2976,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3097,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3217,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3337,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3457,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3577,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3697,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3817,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.3937,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4057,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4177,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4297,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4417,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4537,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4657,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4777,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.4897,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5018,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5138,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5258,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5378,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5498,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5618,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5738,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5858,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.5978,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6098,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6218,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6338,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6458,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6578,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6698,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6818,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.6938,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7059,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7179,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7299,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7419,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7539,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7659,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7779,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.7899,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8019,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8139,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8259,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8379,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8499,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8619,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8739,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8859,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.8979,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9100,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9220,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9340,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9460,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9580,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9700,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9820,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
11.9940,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
12.0060,60.00000,-40.00000,-13.13349,0.00002,0.00000,0.63372,0.20673,0.47310
12.0180,59.99999,-40.00000,-13.13349,0.00022,0.00000,0.63372,0.20673,0.47310
12.0300,59.99997,-39.99998,-13.13348,0.00062,0.00000,0.63372,0.20673,0.47310
12.0420,59.99991,-39.99994,-13.13347,0.00121,0.00001,0.63372,0.20673,0.47310
12.0540,59.99982,-39.99988,-13.13344,0.00200,0.00001,0.63372,0.20672,0.47310
12.0660,59.99967,-39.99978,-13.13341,0.00298,0.00002,0.63372,0.20672,0.47310
12.0780,59.99945,-39.99963,-13.13336,0.00415,0.00003,0.63372,0.20672,0.47310
12.0900,59.99916,-39.99944,-13.13329,0.00550,0.00003,0.63372,0.20672,0.47310
12.1021,59.99878,-39.99919,-13.13321,0.00705,0.00004,0.63373,0.20672,0.47310
12.1141,59.99830,-39.99887,-13.13310,0.00878,0.00006,0.63373,0.20672,0.47310
12.1261,59.99771,-39.99847,-13.13297,0.01069,0.00007,0.63373,0.20672,0.47310
12.1381,59.99699,-39.99800,-13.13282,0.01279,0.00008,0.63373,0.20672,0.47311
12.1501,59.99615,-39.99743,-13.13264,0.01506,0.00010,0.63373,0.20672,0.47311
12.1621,59.99516,-39.99677,-13.13243,0.01751,0.00011,0.63374,0.20671,0.47311
12.1741,59.99402,-39.99601,-13.13219,0.02014,0.00013,0.63374,0.20671,0.47311
12.1861,59.99271,-39.99514,-13.13191,0.02294,0.00015,0.63374,0.20671,0.47312
12.1981,59.99122,-39.99415,-13.13160,0.02592,0.00016,0.63375,0.20670,0.47312
12.2101,59.98955,-39.99304,-13.13125,0.02907,0.00018,0.63376,0.20670,0.47313
12.2221,59.98769,-39.99179,-13.13086,0.03239,0.00021,0.63376,0.20669,0.47313
12.2341,59.98561,-39.99041,-13.13043,0.03587,0.00023,0.63377,0.20669,0.47314
12.2461,59.98332,-39.98888,-13.12996,0.03952,0.00025,0.63378,0.20668,0.47314
12.2581,59.98081,-39.98720,-13.12944,0.04334,0.00027,0.63378,0.20667,0.47315
12.2701,59.97805,-39.98537,-13.12887,0.04732,0.00030,0.63379,0.20667,0.47316
12.2821,59.97505,-39.98337,-13.12825,0.05146,0.00033,0.63380,0.20666,0.47316
12.2941,59.97180,-39.98120,-13.12758,0.05576,0.00035,0.63381,0.20665,0.47317
12.3062,59.96827,-39.97885,-13.12686,0.06021,0.00038,0.63382,0.20664,0.47318
12.3182,59.96447,-39.97632,-13.12608,0.06483,0.00041,0.63384,0.20663,0.47319
12.3302,59.96039,-39.97359,-13.12524,0.06960,0.00044,0.63385,0.20662,0.47320
12.3422,59.95601,-39.97068,-13.12435,0.07452,0.00047,0.63386,0.20661,0.47321
12.3542,59.95133,-39.96755,-13.12339,0.07959,0.00050,0.63388,0.20659,0.47323
12.3662,59.94634,-39.96423,-13.12238,0.08481,0.00054,0.63390,0.20658,0.47324
12.3782,59.94102,-39.96068,-13.12129,0.09018,0.00057,0.63391,0.20656,0.47325
12.3902,59.93538,-39.95692,-13.12014,0.09570,0.00061,0.63393,0.20655,0.47327
12.4022,59.92939,-39.95293,-13.11893,0.10136,0.00064,0.63395,0.20653,0.47328
12.4142,59.92306,-39.94870,-13.11764,0.10717,0.00068,0.63397,0.20651,0.47330
12.4262,59.91636,-39.94424,-13.11628,0.11312,0.00072,0.63399,0.20650,0.47332
12.4382,59.90931,-39.93954,-13.11485,0.11921,0.00076,0.63402,0.20648,0.47334
12.4502,59.90188,-39.93459,-13.11335,0.12543,0.00080,0.63404,0.20646,0.47336
12.4622,59.89407,-39.92938,-13.11176,0.13180,0.00084,0.63407,0.20643,0.47338
12.4742,59.88586,-39.92391,-13.11010,0.13830,0.00088,0.63409,0.20641,0.47340
12.4862,59.87726,-39.91817,-13.10836,0.14493,0.00092,0.63412,0.20639,0.47342
12.4982,59.86825,-39.91217,-13.10654,0.15170,0.00096,0.63415,0.20636,0.47345
12.5103,59.85883,-39.90589,-13.10464,0.15860,0.00101,0.63418,0.20633,0.47347
12.5223,59.84899,-39.89932,-13.10265,0.16563,0.00105,0.63421,0.20631,0.47350
12.5343,59.83871,-39.89247,-13.10057,0.17278,0.00110,0.63425,0.20628,0.47352
12.5463,59.82800,-39.88533,-13.09841,0.18006,0.00114,0.63428,0.20625,0.47355
12.5583,59.81684,-39.87789,-13.09616,0.18747,0.00119,0.63432,0.20622,0.47358
12.5703,59.80523,-39.87015,-13.09382,0.19500,0.00124,0.63436,0.20618,0.47361
12.5823,59.79316,-39.86211,-13.09139,0.20266,0.00128,0.63439,0.20615,0.47365
12.5943,59.78062,-39.85375,-13.08886,0.21043,0.00133,0.63444,0.20612,0.47368
12.6063,59.76761,-39.84507,-13.08624,0.21833,0.00138,0.63448,0.20608,0.47371
12.6183,59.75411,-39.83607,-13.08352,0.22634,0.00144,0.63452,0.20604,0.47375
12.6303,59.74013,-39.82675,-13.08071,0.23447,0.00149,0.63457,0.20600,0.47379
12.6423,59.72565,-39.81710,-13.07779,0.24271,0.00154,0.63461,0.20596,0.47382
12.6543,59.71066,-39.80711,-13.07478,0.25107,0.00159,0.63466,0.20592,0.47386
12.6663,59.69517,-39.79678,-13.07166,0.25954,0.00165,0.63471,0.20588,0.47390
12.6783,59.67916,-39.78611,-13.06844,0.26812,0.00170,0.63477,0.20583,0.47395
12.6903,59.66263,-39.77509,-13.06512,0.27681,0.00176,0.63482,0.20578,0.47399
12.7024,59.64557,-39.76372,-13.06169,0.28560,0.00181,0.63488,0.20574,0.47404
12.7144,59.62798,-39.75199,-13.05816,0.29451,0.00187,0.63493,0.20569,0.47408
12.7264,59.60984,-39.73990,-13.05451,0.30352,0.00192,0.63499,0.20564,0.47413
12.7384,59.59116,-39.72744,-13.05076,0.31263,0.00198,0.63505,0.20558,0.47418
12.7504,59.57192,-39.71461,-13.04689,0.32185,0.00204,0.63512,0.20553,0.47423
12.7624,59.55212,-39.70142,-13.04292,0.33116,0.00210,0.63518,0.20547,0.47428
12.7744,59.53176,-39.68784,-13.03883,0.34058,0.00216,0.63525,0.20542,0.47434
12.7864,59.51082,-39.67388,-13.03463,0.35009,0.00222,0.63531,0.20536,0.47439
12.7984,59.48931,-39.65954,-13.03031,0.35971,0.00228,0.63538,0.20530,0.47445
12.8104,59.46722,-39.64481,-13.02587,0.36942,0.00234,0.63546,0.20523,0.47451
12.8224,59.44453,-39.62969,-13.02132,0.37922,0.00240,0.63553,0.20517,0.47457
12.8344,59.42125,-39.61417,-13.01665,0.38912,0.00247,0.63560,0.20510,0.47463
12.8464,59.39738,-39.59825,-13.01186,0.39910,0.00253,0.63568,0.20504,0.47469
12.8584,59.37289,-39.58193,-13.00694,0.40918,0.00259,0.63576,0.20497,0.47475
12.8704,59.34780,-39.56520,-13.00191,0.41935,0.00266,0.63584,0.20490,0.47482
12.8824,59.32209,-39.54806,-12.99675,0.42961,0.00272,0.63593,0.20482,0.47489
12.8944,59.29577,-39.53051,-12.99147,0.43995,0.00279,0.63601,0.20475,0.47496
12.9065,59.26881,-39.51254,-12.98606,0.45038,0.00286,0.63610,0.20467,0.47503
12.9185,59.24123,-39.49415,-12.98053,0.46089,0.00292,0.63619,0.20459,0.47510
12.9305,59.21301,-39.47534,-12.97487,0.47149,0.00299,0.63628,0.20451,0.47518
12.9425,59.18416,-39.45610,-12.96908,0.48217,0.00306,0.63637,0.20443,0.47525
12.9545,59.15465,-39.43644,-12.96316,0.49293,0.00313,0.63647,0.20435,0.47533
12.9665,59.12450,-39.41634,-12.95711,0.50377,0.00319,0.63657,0.20426,0.47541
12.9785,59.09370,-39.39580,-12.95093,0.51468,0.00326,0.63667,0.20417,0.47549
12.9905,59.06224,-39.37483,-12.94462,0.52568,0.00333,0.63677,0.20408,0.47557
13.0025,59.03012,-39.35341,-12.93818,0.53674,0.00340,0.63687,0.20399,0.47566
13.0145,58.99733,-39.33155,-12.93160,0.54789,0.00347,0.63698,0.20390,0.47574
13.0265,58.96387,-39.30925,-12.92489,0.55910,0.00355,0.63708,0.20380,0.47583
13.0385,58.92974,-39.28649,-12.91804,0.57039,0.00362,0.63719,0.20371,0.47592
13.0505,58.89493,-39.26329,-12.91105,0.58175,0.00369,0.63731,0.20361,0.47601
13.0625,58.85944,-39.23962,-12.90393,0.59318,0.00376,0.63742,0.20351,0.47610
13.0745,58.82326,-39.21550,-12.89667,0.60468,0.00383,0.63754,0.20340,0.47620
13.0865,58.78639,-39.19093,-12.88927,0.61625,0.00391,0.63766,0.20330,0.47629
13.0985,58.74883,-39.16589,-12.88174,0.62788,0.00398,0.63778,0.20319,0.47639
13.1106,58.71057,-39.14038,-12.87406,0.63958,0.00406,0.63790,0.20308,0.47649
13.1226,58.67161,-39.11441,-12.86624,0.65134,0.00413,0.63803,0.20297,0.47659
13.1346,58.63195,-39.08797,-12.85827,0.66316,0.00421,0.63815,0.20286,0.47670
13.1466,58.59158,-39.06105,-12.85017,0.67505,0.00428,0.63828,0.20274,0.47680
13.1586,58.55050,-39.03367,-12.84192,0.68699,0.00436,0.63841,0.20262,0.47691
13.1706,58.50871,-39.00581,-12.83353,0.69900,0.00443,0.63855,0.20250,0.47702
13.1826,58.46620,-38.97747,-12.82499,0.71106,0.00451,0.63868,0.20238,0.47713
13.1946,58.42298,-38.94865,-12.81631,0.72318,0.00459,0.63882,0.20226,0.47724
13.2066,58.37903,-38.91935,-12.80748,0.73536,0.00466,0.63896,0.20213,0.47736
13.2186,58.33435,-38.88957,-12.79851,0.74759,0.00474,0.63911,0.20200,0.47748
13.2306,58.28895,-38.85930,-12.78938,0.75988,0.00482,0.63925,0.20187,0.47759
13.2426,58.24281,-38.82854,-12.78011,0.77222,0.00490,0.63940,0.20174,0.47771
13.2546,58.19595,-38.79730,-12.77069,0.78461,0.00498,0.63955,0.20161,0.47784
13.2666,58.14834,-38.76556,-12.76112,0.79705,0.00506,0.63970,0.20147,0.47796
13.2786,58.10000,-38.73333,-12.75140,0.80954,0.00513,0.63985,0.20133,0.47808
13.2906,58.05092,-38.70061,-12.74153,0.82208,0.00521,0.64001,0.20119,0.47821
13.3027,58.00109,-38.66740,-12.73151,0.83467,0.00529,0.64017,0.20105,0.47834
13.3147,57.95052,-38.63368,-12.72134,0.84730,0.00537,0.64033,0.20090,0.47847
13.3267,57.89920,-38.59947,-12.71101,0.85998,0.00546,0.64049,0.20075,0.47861
13.3387,57.84714,-38.56476,-12.70054,0.87270,0.00554,0.64066,0.20060,0.47874
13.3507,57.79432,-38.52954,-12.68991,0.88546,0.00562,0.64083,0.20045,0.47888
13.3627,57.74074,-38.49383,-12.67912,0.89827,0.00570,0.64100,0.20029,0.47902
13.3747,57.68642,-38.45761,-12.66818,0.91112,0.00578,0.64117,0.20014,0.47916
13.3867,57.63133,-38.42089,-12.65709,0.92401,0.00586,0.64134,0.19998,0.47930
13.3987,57.57548,-38.38366,-12.64584,0.93694,0.00594,0.64152,0.19982,0.47944
13.4107,57.51888,-38.34592,-12.63444,0.94990,0.00603,0.64170,0.19965,0.47959
13.4227,57.46151,-38.30767,-12.62287,0.96290,0.00611,0.64188,0.19949,0.47974
13.4347,57.40338,-38.26892,-12.61116,0.97594,0.00619,0.64206,0.19932,0.47989
13.4467,57.34448,-38.22966,-12.59928,0.98901,0.00627,0.64225,0.19915,0.48004
13.4587,57.28482,-38.18988,-12.58725,1.00212,0.00636,0.64244,0.19897,0.48019
13.4707,57.22439,-38.14959,-12.57506,1.01526,0.00644,0.64263,0.19880,0.48035
13.4827,57.16319,-38.10879,-12.56272,1.02843,0.00652,0.64282,0.19862,0.48051
13.4947,57.10122,-38.06748,-12.55021,1.04164,0.00661,0.64301,0.19844,0.48067
13.5068,57.03847,-38.02565,-12.53754,1.05487,0.00669,0.64321,0.19826,0.48083
13.5188,56.97496,-37.98330,-12.52472,1.06813,0.00678,0.64341,0.19807,0.48099
13.5308,56.91067,-37.94045,-12.51174,1.08142,0.00686,0.64361,0.19788,0.48116
13.5428,56.84560,-37.89707,-12.49859,1.09473,0.00695,0.64381,0.19769,0.48132
13.5548,56.77977,-37.85318,-12.48529,1.10808,0.00703,0.64402,0.19750,0.48149
13.5668,56.71315,-37.80877,-12.47183,1.12144,0.00712,0.64423,0.19731,0.48166
13.5788,56.64576,-37.76384,-12.45820,1.13483,0.00720,0.64444,0.19711,0.48183
13.5908,56.57759,-37.71839,-12.44442,1.14825,0.00729,0.64465,0.19691,0.48201
13.6028,56.50864,-37.67243,-12.43047,1.16168,0.00737,0.64486,0.19671,0.48219
13.6148,56.43892,-37.62594,-12.41636,1.17514,0.00746,0.64508,0.19650,0.48236
13.6268,56.36841,-37.57894,-12.40209,1.18861,0.00754,0.64530,0.19630,0.48254
13.6388,56.29713,-37.53142,-12.38766,1.20211,0.00763,0.64552,0.19609,0.48273
13.6508,56.22507,-37.48338,-12.37306,1.21562,0.00771,0.64574,0.19588,0.48291
13.6628,56.15222,-37.43481,-12.35830,1.22915,0.00780,0.64597,0.19566,0.48309
13.6748,56.07860,-37.38573,-12.34338,1.24270,0.00789,0.64620,0.19545,0.48328
