case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,clearance_threshold_m,base_limit_deg
C0972,target_debris_v0,0.5,0.02,1.5,3.0,1.2,1,0.1,5.0
C0973,target_debris_v0,1.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C0974,target_debris_v0,1.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C0975,target_debris_v0,1.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C0976,target_debris_v0,1.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C0977,target_debris_v0,1.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C0978,target_debris_v0,1.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C0979,target_debris_v0,1.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C0980,target_debris_v0,1.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C0981,target_debris_v0,1.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C0982,target_debris_v0,1.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C0983,target_debris_v0,1.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C0984,target_debris_v0,1.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C0985,target_debris_v0,1.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C0986,target_debris_v0,1.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C0987,target_debris_v0,1.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C0988,target_debris_v0,1.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C0989,target_debris_v0,1.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C0990,target_debris_v0,1.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C0991,target_debris_v0,1.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C0992,target_debris_v0,1.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C0993,target_debris_v0,1.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C0994,target_debris_v0,1.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C0995,target_debris_v0,1.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C0996,target_debris_v0,1.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C0997,target_debris_v0,1.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C0998,target_debris_v0,1.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C0999,target_debris_v0,1.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C1000,target_debris_v0,1.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C1001,target_debris_v0,1.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C1002,target_debris_v0,1.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C1003,target_debris_v0,1.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C1004,target_debris_v0,1.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C1005,target_debris_v0,1.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C1006,target_debris_v0,1.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C1007,target_debris_v0,1.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C1008,target_debris_v0,1.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C1009,target_debris_v0,1.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C1010,target_debris_v0,1.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C1011,target_debris_v0,1.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C1012,target_debris_v0,1.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C1013,target_debris_v0,1.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C1014,target_debris_v0,1.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C1015,target_debris_v0,1.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C1016,target_debris_v0,1.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C1017,target_debris_v0,1.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C1018,target_debris_v0,1.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C1019,target_debris_v0,1.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C1020,target_debris_v0,1.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C1021,target_debris_v0,1.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C1022,target_debris_v0,1.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C1023,target_debris_v0,1.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C1024,target_debris_v0,1.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C1025,target_debris_v0,1.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C1026,target_debris_v0,1.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C1027,target_debris_v0,1.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C1028,target_debris_v0,1.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C1029,target_debris_v0,1.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C1030,target_debris_v0,1.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C1031,target_debris_v0,1.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C1032,target_debris_v0,1.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C1033,target_debris_v0,1.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C1034,target_debris_v0,1.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C1035,target_debris_v0,1.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C1036,target_debris_v0,1.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C1037,target_debris_v0,1.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C1038,target_debris_v0,1.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C1039,target_debris_v0,1.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C1040,target_debris_v0,1.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C1041,target_debris_v0,1.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C1042,target_debris_v0,1.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C1043,target_debris_v0,1.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C1044,target_debris_v0,1.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C1045,target_debris_v0,1.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C1046,target_debris_v0,1.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C1047,target_debris_v0,1.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C1048,target_debris_v0,1.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C1049,target_debris_v0,1.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C1050,target_debris_v0,1.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C1051,target_debris_v0,1.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C1052,target_debris_v0,1.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C1053,target_debris_v0,1.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C1054,target_debris_v0,1.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C1055,target_debris_v0,1.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C1056,target_debris_v0,1.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C1057,target_debris_v0,1.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C1058,target_debris_v0,1.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C1059,target_debris_v0,1.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C1060,target_debris_v0,1.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C1061,target_debris_v0,1.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C1062,target_debris_v0,1.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C1063,target_debris_v0,1.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C1064,target_debris_v0,1.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C1065,target_debris_v0,1.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C1066,target_debris_v0,1.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C1067,target_debris_v0,1.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C1068,target_debris_v0,1.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C1069,target_debris_v0,1.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C1070,target_debris_v0,1.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C1071,target_debris_v0,1.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C1072,target_debris_v0,1.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C1073,target_debris_v0,1.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C1074,target_debris_v0,1.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C1075,target_debris_v0,1.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C1076,target_debris_v0,1.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C1077,target_debris_v0,1.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C1078,target_debris_v0,1.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C1079,target_debris_v0,1.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C1080,target_debris_v0,1.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C1081,target_debris_v0,1.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C1082,target_debris_v0,1.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C1083,target_debris_v0,1.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C1084,target_debris_v0,1.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C1085,target_debris_v0,1.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C1086,target_debris_v0,1.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C1087,target_debris_v0,1.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C1088,target_debris_v0,1.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C1089,target_debris_v0,1.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C1090,target_debris_v0,1.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C1091,target_debris_v0,1.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C1092,target_debris_v0,1.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C1093,target_debris_v0,1.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C1094,target_debris_v0,1.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C1095,target_debris_v0,1.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C1096,target_debris_v0,1.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C1097,target_debris_v0,1.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C1098,target_debris_v0,1.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C1099,target_debris_v0,1.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C1100,target_debris_v0,1.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C1101,target_debris_v0,1.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C1102,target_debris_v0,1.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C1103,target_debris_v0,1.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C1104,target_debris_v0,1.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C1105,target_debris_v0,1.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C1106,target_debris_v0,1.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C1107,target_debris_v0,1.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C1108,target_debris_v0,1.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C1109,target_debris_v0,1.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C1110,target_debris_v0,1.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C1111,target_debris_v0,1.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C1112,target_debris_v0,1.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C1113,target_debris_v0,1.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C1114,target_debris_v0,1.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C1115,target_debris_v0,1.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C1116,target_debris_v0,1.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C1117,target_debris_v0,1.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C1118,target_debris_v0,1.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C1119,target_debris_v0,1.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C1120,target_debris_v0,1.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C1121,target_debris_v0,1.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C1122,target_debris_v0,1.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C1123,target_debris_v0,1.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C1124,target_debris_v0,1.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C1125,target_debris_v0,1.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C1126,target_debris_v0,1.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C1127,target_debris_v0,1.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C1128,target_debris_v0,1.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C1129,target_debris_v0,1.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C1130,target_debris_v0,1.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C1131,target_debris_v0,1.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C1132,target_debris_v0,1.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C1133,target_debris_v0,1.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C1134,target_debris_v0,1.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C1135,target_debris_v0,2.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C1136,target_debris_v0,2.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C1137,target_debris_v0,2.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C1138,target_debris_v0,2.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C1139,target_debris_v0,2.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C1140,target_debris_v0,2.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C1141,target_debris_v0,2.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C1142,target_debris_v0,2.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C1143,target_debris_v0,2.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C1144,target_debris_v0,2.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C1145,target_debris_v0,2.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C1146,target_debris_v0,2.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C1147,target_debris_v0,2.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C1148,target_debris_v0,2.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C1149,target_debris_v0,2.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C1150,target_debris_v0,2.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C1151,target_debris_v0,2.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C1152,target_debris_v0,2.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C1153,target_debris_v0,2.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C1154,target_debris_v0,2.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C1155,target_debris_v0,2.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C1156,target_debris_v0,2.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C1157,target_debris_v0,2.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C1158,target_debris_v0,2.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C1159,target_debris_v0,2.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C1160,target_debris_v0,2.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C1161,target_debris_v0,2.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C1162,target_debris_v0,2.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C1163,target_debris_v0,2.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C1164,target_debris_v0,2.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C1165,target_debris_v0,2.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C1166,target_debris_v0,2.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C1167,target_debris_v0,2.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C1168,target_debris_v0,2.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C1169,target_debris_v0,2.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C1170,target_debris_v0,2.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C1171,target_debris_v0,2.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C1172,target_debris_v0,2.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C1173,target_debris_v0,2.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C1174,target_debris_v0,2.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C1175,target_debris_v0,2.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C1176,target_debris_v0,2.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C1177,target_debris_v0,2.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C1178,target_debris_v0,2.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C1179,target_debris_v0,2.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C1180,target_debris_v0,2.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C1181,target_debris_v0,2.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C1182,target_debris_v0,2.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C1183,target_debris_v0,2.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C1184,target_debris_v0,2.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C1185,target_debris_v0,2.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C1186,target_debris_v0,2.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C1187,target_debris_v0,2.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C1188,target_debris_v0,2.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C1189,target_debris_v0,2.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C1190,target_debris_v0,2.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C1191,target_debris_v0,2.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C1192,target_debris_v0,2.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C1193,target_debris_v0,2.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C1194,target_debris_v0,2.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C1195,target_debris_v0,2.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C1196,target_debris_v0,2.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C1197,target_debris_v0,2.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C1198,target_debris_v0,2.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C1199,target_debris_v0,2.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C1200,target_debris_v0,2.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C1201,target_debris_v0,2.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C1202,target_debris_v0,2.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C1203,target_debris_v0,2.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C1204,target_debris_v0,2.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C1205,target_debris_v0,2.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C1206,target_debris_v0,2.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C1207,target_debris_v0,2.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C1208,target_debris_v0,2.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C1209,target_debris_v0,2.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C1210,target_debris_v0,2.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C1211,target_debris_v0,2.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C1212,target_debris_v0,2.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C1213,target_debris_v0,2.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C1214,target_debris_v0,2.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C1215,target_debris_v0,2.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C1216,target_debris_v0,2.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C1217,target_debris_v0,2.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C1218,target_debris_v0,2.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C1219,target_debris_v0,2.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C1220,target_debris_v0,2.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C1221,target_debris_v0,2.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C1222,target_debris_v0,2.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C1223,target_debris_v0,2.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C1224,target_debris_v0,2.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C1225,target_debris_v0,2.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C1226,target_debris_v0,2.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C1227,target_debris_v0,2.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C1228,target_debris_v0,2.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C1229,target_debris_v0,2.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C1230,target_debris_v0,2.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C1231,target_debris_v0,2.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C1232,target_debris_v0,2.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C1233,target_debris_v0,2.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C1234,target_debris_v0,2.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C1235,target_debris_v0,2.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C1236,target_debris_v0,2.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C1237,target_debris_v0,2.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C1238,target_debris_v0,2.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C1239,target_debris_v0,2.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C1240,target_debris_v0,2.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C1241,target_debris_v0,2.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C1242,target_debris_v0,2.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C1243,target_debris_v0,2.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C1244,target_debris_v0,2.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C1245,target_debris_v0,2.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C1246,target_debris_v0,2.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C1247,target_debris_v0,2.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C1248,target_debris_v0,2.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C1249,target_debris_v0,2.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C1250,target_debris_v0,2.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C1251,target_debris_v0,2.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C1252,target_debris_v0,2.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C1253,target_debris_v0,2.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C1254,target_debris_v0,2.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C1255,target_debris_v0,2.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C1256,target_debris_v0,2.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C1257,target_debris_v0,2.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C1258,target_debris_v0,2.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C1259,target_debris_v0,2.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C1260,target_debris_v0,2.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C1261,target_debris_v0,2.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C1262,target_debris_v0,2.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C1263,target_debris_v0,2.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C1264,target_debris_v0,2.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C1265,target_debris_v0,2.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C1266,target_debris_v0,2.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C1267,target_debris_v0,2.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C1268,target_debris_v0,2.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C1269,target_debris_v0,2.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C1270,target_debris_v0,2.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C1271,target_debris_v0,2.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C1272,target_debris_v0,2.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C1273,target_debris_v0,2.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C1274,target_debris_v0,2.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C1275,target_debris_v0,2.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C1276,target_debris_v0,2.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C1277,target_debris_v0,2.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C1278,target_debris_v0,2.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C1279,target_debris_v0,2.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C1280,target_debris_v0,2.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C1281,target_debris_v0,2.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C1282,target_debris_v0,2.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C1283,target_debris_v0,2.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C1284,target_debris_v0,2.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C1285,target_debris_v0,2.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C1286,target_debris_v0,2.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C1287,target_debris_v0,2.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C1288,target_debris_v0,2.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C1289,target_debris_v0,2.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C1290,target_debris_v0,2.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C1291,target_debris_v0,2.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C1292,target_debris_v0,2.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C1293,target_debris_v0,2.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C1294,target_debris_v0,2.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C1295,target_debris_v0,2.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C1296,target_debris_v0,2.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C1297,target_debris_v0,3.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C1298,target_debris_v0,3.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C1299,target_debris_v0,3.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C1300,target_debris_v0,3.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C1301,target_debris_v0,3.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C1302,target_debris_v0,3.0,0.005,0.5,1.0,1.2,1,0.1,5.0
