wire_id,active,from_endpoint,from_ref_pin,from_MPN,from_housing,from_contact,to_endpoint,to_ref_pin,to_MPN,to_housing,to_contact,net,identity,voltage_V,current_A,wire_MPN,AWG,cut_length_mm,cut_tolerance_mm,strip_start_mm,strip_end_mm,shield,shield_termination,protection,missing_fields,source,manufacturing_release
K1_FB2,True,STOPBOARD.J105.1,J105.1,436500200,,,K1.T2,U7.T2,,,,WP10_STOP_24V,GROUND_ENGINEERING_CANDIDATE,24,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""K1_FB2""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
SC_PWR24,True,U202.4,U202.4,,,,STOPBOARD.J101.3,J101.3,430450400,,,WP10_STOP_24V,GROUND_ENGINEERING_CANDIDATE,24,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""SC_PWR24""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
SC_RET,True,U202.6,U202.6,,,,STOPBOARD.J101.4,J101.4,430450400,,,WP10_ARM_RETURN,GROUND_ENGINEERING_CANDIDATE,,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""SC_RET""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
AUX_IN_P,True,J208.1,J208.1,430450200,430250200,430300007,F202.2,F202.2,,,,WP10_AUX_FUSED,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
AUX_IN_R,True,J208.2,J208.2,430450200,430250200,430300007,J205.1,J205.1,74651195R,,,WP10_INPUT_RETURN,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
AUX_OUT_P,True,J209.1,J209.1,430450200,430250200,430300007,U202.1,U202.1,,,,WP10_AUX_LIMITED,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
AUX_OUT_R,True,J209.2,J209.2,430450200,430250200,430300007,U202.2,U202.2,,,,WP10_INPUT_RETURN,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
AUX_REMOTE,True,J211.1,J211.1,430450200,430250200,430300007,U202.3,U202.3,,,,WP10_THN_REMOTE,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
AUX_REMOTE_R,True,J211.2,J211.2,430450200,430250200,430300007,U202.2,U202.2,,,,WP10_INPUT_RETURN,NEW_R2_AUX_HARNESS_DESIGN_CANDIDATE,,,55A0111-20-9,20,,,,,,,J208 upstream F202; J209 after U207 eFuse; J211 primary reference only,"[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\revisions\\v36\\AUX_HARNESS_INTERFACE.csv""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""MOLEX_CONTACT""}]",False
NTC_1_S,True,J106.1,J106.1,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT311.1,RT311.1,NTCLE100E3103GB0,,,WP10_BRAKE_TEMP_1,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
NTC_1_R,True,J106.2,J106.2,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT311.2,RT311.2,NTCLE100E3103GB0,,,WP10_ARM_RETURN,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
NTC_2_S,True,J106.3,J106.3,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT312.1,RT312.1,NTCLE100E3103GB0,,,WP10_BRAKE_TEMP_2,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
NTC_2_R,True,J106.4,J106.4,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT312.2,RT312.2,NTCLE100E3103GB0,,,WP10_ARM_RETURN,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
NTC_3_S,True,J106.5,J106.5,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT313.1,RT313.1,NTCLE100E3103GB0,,,WP10_BRAKE_TEMP_3,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
NTC_3_R,True,J106.6,J106.6,SM06B-GHS-TB,GHR-06V-S,SSHL-002T-P0.2,RT313.2,RT313.2,NTCLE100E3103GB0,,,WP10_ARM_RETURN,NEW_R2_NTC_HARNESS_DESIGN_CANDIDATE,,,55A0111-26-9,26,,,,,,,"Existing RC/filter/comparator channels; sensor attachment, open/short fault and thermal calibration unverified","[""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}, {""source_id"": ""TE55""}, {""source_id"": ""JST_GH""}]",False
C203_W_PLUS,True,C203.1,C203.1,,,,U203.1,U203.1,,,,WP10_PRECHARGED_PLUS,RETAINED_NOMINAL_STATIC_SOLDERED_WIRE,,,55A0111-18-9,18,52.763077121958155,,4.2,3.6,NONE_IN_SOURCE_SINGLE_WIRE,,F201 and precharge upstream; capacitor stored energy and transient coordination not qualified,"[""load_current_A"", ""cut_length_tolerance_mm"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\power\\CAP_HARNESS_DEFINITION_V19.json""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\CAP_HARNESS_PATH_V19.json""}]",False
C203_W_MINUS,True,C203.2,C203.2,,,,U203.4,U203.4,,,,WP10_INPUT_RETURN,RETAINED_NOMINAL_STATIC_SOLDERED_WIRE,,,55A0111-18-9,18,52.763077121958155,,4.2,3.6,NONE_IN_SOURCE_SINGLE_WIRE,,F201 and precharge upstream; capacitor stored energy and transient coordination not qualified,"[""load_current_A"", ""cut_length_tolerance_mm"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\power\\CAP_HARNESS_DEFINITION_V19.json""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\CAP_HARNESS_PATH_V19.json""}]",False
