pair_id,object_a,object_b,in_required_universe,exclusion_rule,policy_state,required_clearance_mm,verdict
10747,R::RC-GSP-J5-HIGH-A6,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10748,R::RC-GSP-J5-HIGH-A6,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10749,R::RC-GSP-J5-HIGH-A6,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10750,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10751,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10752,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10753,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10754,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10755,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10756,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10757,R::RC-GSP-J5-HIGH-A6,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10758,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J3-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10759,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J3-STOP-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10760,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J3-STOP-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10761,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10762,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10763,R::RC-GSP-J5-HIGH-A6,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10764,R::RC-GSP-J5-HIGH-A6,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10765,R::RC-GSP-J5-HIGH-A6,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10766,R::RC-GSP-J5-HIGH-A6,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10767,R::RC-GSP-J5-HIGH-A6,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10768,R::RC-GSP-J5-HIGH-A6,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10769,R::RC-GSP-J5-HIGH-A6,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10770,R::RC-GSP-J5-HIGH-W2,R::RC-GSP-J5-HIGH-W3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10771,R::RC-GSP-J5-HIGH-W2,R::RC-GSP-L4-HIGH-E1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10772,R::RC-GSP-J5-HIGH-W2,R::RC-GSP-L4-HIGH-E2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10773,R::RC-GSP-J5-HIGH-W2,R::RC-PLT-BASE-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10774,R::RC-GSP-J5-HIGH-W2,R::RC-PLT-BUS-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10775,R::RC-GSP-J5-HIGH-W2,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10776,R::RC-GSP-J5-HIGH-W2,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10777,R::RC-GSP-J5-HIGH-W2,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10778,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10779,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10780,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10781,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10782,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10783,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10784,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10785,R::RC-GSP-J5-HIGH-W2,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10786,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J3-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10787,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J3-STOP-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10788,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J3-STOP-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10789,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10790,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10791,R::RC-GSP-J5-HIGH-W2,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10792,R::RC-GSP-J5-HIGH-W2,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10793,R::RC-GSP-J5-HIGH-W2,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10794,R::RC-GSP-J5-HIGH-W2,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10795,R::RC-GSP-J5-HIGH-W2,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10796,R::RC-GSP-J5-HIGH-W2,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10797,R::RC-GSP-J5-HIGH-W2,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10798,R::RC-GSP-J5-HIGH-W3,R::RC-GSP-L4-HIGH-E1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10799,R::RC-GSP-J5-HIGH-W3,R::RC-GSP-L4-HIGH-E2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10800,R::RC-GSP-J5-HIGH-W3,R::RC-PLT-BASE-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10801,R::RC-GSP-J5-HIGH-W3,R::RC-PLT-BUS-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10802,R::RC-GSP-J5-HIGH-W3,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10803,R::RC-GSP-J5-HIGH-W3,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10804,R::RC-GSP-J5-HIGH-W3,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10805,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10806,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10807,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10808,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10809,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10810,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10811,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10812,R::RC-GSP-J5-HIGH-W3,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10813,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J3-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10814,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J3-STOP-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10815,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J3-STOP-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10816,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10817,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10818,R::RC-GSP-J5-HIGH-W3,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10819,R::RC-GSP-J5-HIGH-W3,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10820,R::RC-GSP-J5-HIGH-W3,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10821,R::RC-GSP-J5-HIGH-W3,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10822,R::RC-GSP-J5-HIGH-W3,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10823,R::RC-GSP-J5-HIGH-W3,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10824,R::RC-GSP-J5-HIGH-W3,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10825,R::RC-GSP-L4-HIGH-E1,R::RC-GSP-L4-HIGH-E2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10826,R::RC-GSP-L4-HIGH-E1,R::RC-PLT-BASE-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10827,R::RC-GSP-L4-HIGH-E1,R::RC-PLT-BUS-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10828,R::RC-GSP-L4-HIGH-E1,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10829,R::RC-GSP-L4-HIGH-E1,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10830,R::RC-GSP-L4-HIGH-E1,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10831,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10832,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10833,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10834,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10835,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10836,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10837,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10838,R::RC-GSP-L4-HIGH-E1,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10839,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J3-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10840,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J3-STOP-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10841,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J3-STOP-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10842,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10843,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10844,R::RC-GSP-L4-HIGH-E1,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10845,R::RC-GSP-L4-HIGH-E1,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10846,R::RC-GSP-L4-HIGH-E1,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10847,R::RC-GSP-L4-HIGH-E1,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10848,R::RC-GSP-L4-HIGH-E1,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10849,R::RC-GSP-L4-HIGH-E1,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10850,R::RC-GSP-L4-HIGH-E1,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10851,R::RC-GSP-L4-HIGH-E2,R::RC-PLT-BASE-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10852,R::RC-GSP-L4-HIGH-E2,R::RC-PLT-BUS-CONN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10853,R::RC-GSP-L4-HIGH-E2,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10854,R::RC-GSP-L4-HIGH-E2,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10855,R::RC-GSP-L4-HIGH-E2,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10856,R::RC-GSP-L4-HIGH-E2,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
10857,R::RC-GSP-L4-HIGH-E2,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
