case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,visibility_ratio,capture_window_s,reach_time_s,base_peak_deg,v_max_m_s,post_capture_rate_dps,clearance_min_m,result,failure_reason
C0511,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0512,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,SAFE,SAFE
C0513,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0514,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,SAFE,SAFE
C0515,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0516,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,SAFE,SAFE
C0517,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0518,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0519,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0520,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0521,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0522,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0523,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0524,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,SAFE,SAFE
C0525,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0526,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,SAFE,SAFE
C0527,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0528,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,SAFE,SAFE
C0529,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0530,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,SAFE,SAFE
C0531,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0532,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,SAFE,SAFE
C0533,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0534,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,SAFE,SAFE
C0535,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0536,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0537,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0538,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0539,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0540,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0541,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0542,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,SAFE,SAFE
C0543,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0544,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,SAFE,SAFE
C0545,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0546,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,SAFE,SAFE
C0547,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0548,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,SAFE,SAFE
C0549,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0550,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,SAFE,SAFE
C0551,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0552,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,SAFE,SAFE
C0553,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0554,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0555,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0556,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0557,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0558,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0559,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0560,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,SAFE,SAFE
C0561,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0562,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,SAFE,SAFE
C0563,target_satellite_v0,3.0,0.01,1.0,1.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0564,target_satellite_v0,3.0,0.01,1.0,1.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,SAFE,SAFE
C0565,target_satellite_v0,3.0,0.01,1.0,2.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0566,target_satellite_v0,3.0,0.01,1.0,2.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,SAFE,SAFE
C0567,target_satellite_v0,3.0,0.01,1.0,2.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0568,target_satellite_v0,3.0,0.01,1.0,2.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,SAFE,SAFE
C0569,target_satellite_v0,3.0,0.01,1.0,2.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0570,target_satellite_v0,3.0,0.01,1.0,2.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,SAFE,SAFE
C0571,target_satellite_v0,3.0,0.01,1.0,3.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0572,target_satellite_v0,3.0,0.01,1.0,3.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0573,target_satellite_v0,3.0,0.01,1.0,3.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0574,target_satellite_v0,3.0,0.01,1.0,3.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0575,target_satellite_v0,3.0,0.01,1.0,3.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0576,target_satellite_v0,3.0,0.01,1.0,3.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0577,target_satellite_v0,3.0,0.01,1.5,1.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0578,target_satellite_v0,3.0,0.01,1.5,1.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,SAFE,SAFE
C0579,target_satellite_v0,3.0,0.01,1.5,1.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0580,target_satellite_v0,3.0,0.01,1.5,1.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,SAFE,SAFE
C0581,target_satellite_v0,3.0,0.01,1.5,1.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0582,target_satellite_v0,3.0,0.01,1.5,1.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,SAFE,SAFE
C0583,target_satellite_v0,3.0,0.01,1.5,2.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0584,target_satellite_v0,3.0,0.01,1.5,2.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,SAFE,SAFE
C0585,target_satellite_v0,3.0,0.01,1.5,2.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0586,target_satellite_v0,3.0,0.01,1.5,2.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,SAFE,SAFE
C0587,target_satellite_v0,3.0,0.01,1.5,2.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0588,target_satellite_v0,3.0,0.01,1.5,2.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,SAFE,SAFE
C0589,target_satellite_v0,3.0,0.01,1.5,3.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0590,target_satellite_v0,3.0,0.01,1.5,3.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0591,target_satellite_v0,3.0,0.01,1.5,3.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0592,target_satellite_v0,3.0,0.01,1.5,3.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0593,target_satellite_v0,3.0,0.01,1.5,3.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0594,target_satellite_v0,3.0,0.01,1.5,3.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0595,target_satellite_v0,3.0,0.02,0.5,1.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0596,target_satellite_v0,3.0,0.02,0.5,1.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0597,target_satellite_v0,3.0,0.02,0.5,1.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0598,target_satellite_v0,3.0,0.02,0.5,1.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0599,target_satellite_v0,3.0,0.02,0.5,1.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0600,target_satellite_v0,3.0,0.02,0.5,1.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0601,target_satellite_v0,3.0,0.02,0.5,2.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0602,target_satellite_v0,3.0,0.02,0.5,2.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0603,target_satellite_v0,3.0,0.02,0.5,2.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0604,target_satellite_v0,3.0,0.02,0.5,2.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0605,target_satellite_v0,3.0,0.02,0.5,2.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0606,target_satellite_v0,3.0,0.02,0.5,2.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0607,target_satellite_v0,3.0,0.02,0.5,3.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0608,target_satellite_v0,3.0,0.02,0.5,3.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0609,target_satellite_v0,3.0,0.02,0.5,3.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0610,target_satellite_v0,3.0,0.02,0.5,3.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0611,target_satellite_v0,3.0,0.02,0.5,3.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0612,target_satellite_v0,3.0,0.02,0.5,3.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0613,target_satellite_v0,3.0,0.02,1.0,1.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0614,target_satellite_v0,3.0,0.02,1.0,1.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0615,target_satellite_v0,3.0,0.02,1.0,1.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0616,target_satellite_v0,3.0,0.02,1.0,1.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0617,target_satellite_v0,3.0,0.02,1.0,1.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0618,target_satellite_v0,3.0,0.02,1.0,1.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0619,target_satellite_v0,3.0,0.02,1.0,2.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0620,target_satellite_v0,3.0,0.02,1.0,2.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0621,target_satellite_v0,3.0,0.02,1.0,2.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0622,target_satellite_v0,3.0,0.02,1.0,2.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0623,target_satellite_v0,3.0,0.02,1.0,2.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0624,target_satellite_v0,3.0,0.02,1.0,2.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0625,target_satellite_v0,3.0,0.02,1.0,3.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0626,target_satellite_v0,3.0,0.02,1.0,3.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0627,target_satellite_v0,3.0,0.02,1.0,3.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0628,target_satellite_v0,3.0,0.02,1.0,3.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0629,target_satellite_v0,3.0,0.02,1.0,3.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0630,target_satellite_v0,3.0,0.02,1.0,3.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0631,target_satellite_v0,3.0,0.02,1.5,1.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0632,target_satellite_v0,3.0,0.02,1.5,1.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0633,target_satellite_v0,3.0,0.02,1.5,1.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0634,target_satellite_v0,3.0,0.02,1.5,1.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0635,target_satellite_v0,3.0,0.02,1.5,1.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0636,target_satellite_v0,3.0,0.02,1.5,1.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0637,target_satellite_v0,3.0,0.02,1.5,2.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0638,target_satellite_v0,3.0,0.02,1.5,2.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0639,target_satellite_v0,3.0,0.02,1.5,2.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0640,target_satellite_v0,3.0,0.02,1.5,2.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,FAIL,APPROACH_SPEED_FAIL
C0641,target_satellite_v0,3.0,0.02,1.5,2.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0642,target_satellite_v0,3.0,0.02,1.5,2.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,FAIL,APPROACH_SPEED_FAIL
C0643,target_satellite_v0,3.0,0.02,1.5,3.0,0.8,0,1.0,28.33,5.33,18.502,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0644,target_satellite_v0,3.0,0.02,1.5,3.0,0.8,1,1.0,28.33,5.33,2.775,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0645,target_satellite_v0,3.0,0.02,1.5,3.0,1.0,0,1.0,28.33,5.33,18.502,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0646,target_satellite_v0,3.0,0.02,1.5,3.0,1.0,1,1.0,28.33,5.33,2.775,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0647,target_satellite_v0,3.0,0.02,1.5,3.0,1.2,0,1.0,28.33,5.33,18.502,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0648,target_satellite_v0,3.0,0.02,1.5,3.0,1.2,1,1.0,28.33,5.33,2.775,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0649,target_satellite_v0,5.0,0.005,0.5,1.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0650,target_satellite_v0,5.0,0.005,0.5,1.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0651,target_satellite_v0,5.0,0.005,0.5,1.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0652,target_satellite_v0,5.0,0.005,0.5,1.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0653,target_satellite_v0,5.0,0.005,0.5,1.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0654,target_satellite_v0,5.0,0.005,0.5,1.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0655,target_satellite_v0,5.0,0.005,0.5,2.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0656,target_satellite_v0,5.0,0.005,0.5,2.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0657,target_satellite_v0,5.0,0.005,0.5,2.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0658,target_satellite_v0,5.0,0.005,0.5,2.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0659,target_satellite_v0,5.0,0.005,0.5,2.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0660,target_satellite_v0,5.0,0.005,0.5,2.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0661,target_satellite_v0,5.0,0.005,0.5,3.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0662,target_satellite_v0,5.0,0.005,0.5,3.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0663,target_satellite_v0,5.0,0.005,0.5,3.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0664,target_satellite_v0,5.0,0.005,0.5,3.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0665,target_satellite_v0,5.0,0.005,0.5,3.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0666,target_satellite_v0,5.0,0.005,0.5,3.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0667,target_satellite_v0,5.0,0.005,1.0,1.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0668,target_satellite_v0,5.0,0.005,1.0,1.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0669,target_satellite_v0,5.0,0.005,1.0,1.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0670,target_satellite_v0,5.0,0.005,1.0,1.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0671,target_satellite_v0,5.0,0.005,1.0,1.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0672,target_satellite_v0,5.0,0.005,1.0,1.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0673,target_satellite_v0,5.0,0.005,1.0,2.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0674,target_satellite_v0,5.0,0.005,1.0,2.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0675,target_satellite_v0,5.0,0.005,1.0,2.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0676,target_satellite_v0,5.0,0.005,1.0,2.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0677,target_satellite_v0,5.0,0.005,1.0,2.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
