file,property,value
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,阶段标记S, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,阶段标记A, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,阶段标记B, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,替代, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,图幅, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,版本, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,备注, 
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,名称,“图样名称”
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,代号,“图样代号”
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,共X张,1
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,第X张,1
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,OBJECT_ID,V2-B601-06
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,SYSTEM_OWNER,b601_visual_arm
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,PARENT_ID,SV2_B601_Visual_Arm
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,STRUCTURE_CLASS,VISUAL_PROXY
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,REPRESENTATION_LAYER,AXIS_ALIGNED_BBOX_PROXY_Q0
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,SOURCE_REFERENCE,"arm_b601_v1.urdf + meshes_b601_gripper/link6.STL (hash 11/11 MATCH, b3_00)"
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,FRAME_ID,CS_A0
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,INTERFACE_IDS,IF-RM-002
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,MASS_OWNER,b601_urdf_owner_NOT_from_visual
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,NO_DYNAMICS_USE,true
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,MANUFACTURING_AUTHORITY,NONE
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,CLAIM_LIMIT,conservative_envelope_not_exact_vendor_geometry;q_zero_pose_only;no_mass_no_inertia_from_visual
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,URDF_LINK,link6
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;URDF_roundtrip;contact_models
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,Description,
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,Weight,"""SW-Mass@SOLAR_ROOT_L_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,Material,"""SW-Material@SOLAR_ROOT_L_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,质量,"""SW-Mass@SOLAR_ROOT_L_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,材料,"""SW-Material@SOLAR_ROOT_L_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,单重,"""SW-Mass@SOLAR_ROOT_L_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,零件号,  
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,设计,   
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,审核, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,标准审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,工艺审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,批准, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,日期,"2007,12,3"
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,校核, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,主管设计, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,校对, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,审定, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,阶段标记S, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,阶段标记A, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,阶段标记B, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,替代, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,图幅, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,版本, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,备注, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,名称,“图样名称”
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,代号,“图样代号”
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,共X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,第X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,OBJECT_ID,SOLAR_ROOT_L_IF
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,SYSTEM_OWNER,DEPLOYABLES_OWNER
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,PARENT_ID,SV2_Solar_Array_Interface
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,EVIDENCE_STATE,UNKNOWN_BLOCKED
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,SOURCE_REFERENCE,flexible_appendage_v1.yaml via b3_build_spec.yaml solar_interface
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,FRAME_ID,F_L
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,INTERFACE_IDS,IF-SA-L
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,MASS_OWNER,servicer_split_owner_NOT_from_CAD
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,NO_DYNAMICS_USE,true
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,MANUFACTURING_AUTHORITY,NONE
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,CLAIM_LIMIT,hinge_release_latch_drive_UNKNOWN;zero_solid_owner;geometry_NULL_unsourced
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;deployment_claims
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,Description,
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,Weight,"""SW-Mass@SOLAR_ROOT_R_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,Material,"""SW-Material@SOLAR_ROOT_R_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,质量,"""SW-Mass@SOLAR_ROOT_R_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,材料,"""SW-Material@SOLAR_ROOT_R_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,单重,"""SW-Mass@SOLAR_ROOT_R_IF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,零件号,  
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,设计,   
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,审核, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,标准审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,工艺审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,批准, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,日期,"2007,12,3"
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,校核, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,主管设计, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,校对, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,审定, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,阶段标记S, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,阶段标记A, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,阶段标记B, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,替代, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,图幅, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,版本, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,备注, 
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,名称,“图样名称”
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,代号,“图样代号”
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,共X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,第X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,OBJECT_ID,SOLAR_ROOT_R_IF
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,SYSTEM_OWNER,DEPLOYABLES_OWNER
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,PARENT_ID,SV2_Solar_Array_Interface
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,STRUCTURE_CLASS,VOLUME_OWNER_REFERENCE
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,REPRESENTATION_LAYER,OWNER_PLACEHOLDER_ZERO_SOLID
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,EVIDENCE_STATE,UNKNOWN_BLOCKED
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,SOURCE_REFERENCE,flexible_appendage_v1.yaml via b3_build_spec.yaml solar_interface
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,FRAME_ID,F_R
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,INTERFACE_IDS,IF-SA-R
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,MASS_OWNER,servicer_split_owner_NOT_from_CAD
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,NO_DYNAMICS_USE,true
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,MANUFACTURING_AUTHORITY,NONE
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,CLAIM_LIMIT,hinge_release_latch_drive_UNKNOWN;zero_solid_owner;geometry_NULL_unsourced
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;deployment_claims
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,Description,
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,Weight,"""SW-Mass@SOLAR_WING_L_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,Material,"""SW-Material@SOLAR_WING_L_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,质量,"""SW-Mass@SOLAR_WING_L_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,材料,"""SW-Material@SOLAR_WING_L_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,单重,"""SW-Mass@SOLAR_WING_L_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,零件号,  
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,设计,   
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,审核, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,标准审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,工艺审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,批准, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,日期,"2007,12,3"
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,校核, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,主管设计, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,校对, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,审定, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,阶段标记S, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,阶段标记A, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,阶段标记B, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,替代, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,图幅, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,版本, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,备注, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,名称,“图样名称”
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,代号,“图样代号”
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,共X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,第X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,OBJECT_ID,SOLAR_WING_L_DEPLOYED_REF
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,SYSTEM_OWNER,DEPLOYABLES_OWNER
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,PARENT_ID,SV2_Solar_Array_Interface
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,STRUCTURE_CLASS,DEPLOYABLE_REFERENCE
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,SOURCE_REFERENCE,flexible_appendage_v1.yaml via b3_build_spec.yaml solar_interface
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,FRAME_ID,CS_S
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,INTERFACE_IDS,IF-SA-L
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,MASS_OWNER,servicer_split_owner_NOT_from_CAD
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,NO_DYNAMICS_USE,true
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,MANUFACTURING_AUTHORITY,NONE
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,CLAIM_LIMIT,deployed_reference_display_only;span_chord_thickness_frozen_SSOT;no_deployment_or_latch_claim;flexible_params_placeholder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;deployment_claims
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,Description,
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,Weight,"""SW-Mass@SOLAR_WING_R_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,Material,"""SW-Material@SOLAR_WING_R_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,质量,"""SW-Mass@SOLAR_WING_R_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,材料,"""SW-Material@SOLAR_WING_R_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,单重,"""SW-Mass@SOLAR_WING_R_DEPLOYED_REF.SLDPRT"""
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,零件号,  
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,设计,   
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,审核, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,标准审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,工艺审查, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,批准, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,日期,"2007,12,3"
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,校核, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,主管设计, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,校对, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,审定, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,阶段标记S, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,阶段标记A, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,阶段标记B, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,替代, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,图幅, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,版本, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,备注, 
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,名称,“图样名称”
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,代号,“图样代号”
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,共X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,第X张,1
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,OBJECT_ID,SOLAR_WING_R_DEPLOYED_REF
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,SYSTEM_OWNER,DEPLOYABLES_OWNER
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,PARENT_ID,SV2_Solar_Array_Interface
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,STRUCTURE_CLASS,DEPLOYABLE_REFERENCE
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,SOURCE_REFERENCE,flexible_appendage_v1.yaml via b3_build_spec.yaml solar_interface
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,FRAME_ID,CS_S
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,INTERFACE_IDS,IF-SA-R
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,MASS_OWNER,servicer_split_owner_NOT_from_CAD
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,NO_DYNAMICS_USE,true
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,MANUFACTURING_AUTHORITY,NONE
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,CLAIM_LIMIT,deployed_reference_display_only;span_chord_thickness_frozen_SSOT;no_deployment_or_latch_claim;flexible_params_placeholder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;deployment_claims
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,Description,
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,Weight,"""SW-Mass@SV2_SERVICE_ACCESS_REFERENCES.SLDPRT"""
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,Material,"""SW-Material@SV2_SERVICE_ACCESS_REFERENCES.SLDPRT"""
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,质量,"""SW-Mass@SV2_SERVICE_ACCESS_REFERENCES.SLDPRT"""
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,材料,"""SW-Material@SV2_SERVICE_ACCESS_REFERENCES.SLDPRT"""
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,单重,"""SW-Mass@SV2_SERVICE_ACCESS_REFERENCES.SLDPRT"""
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,零件号,  
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,设计,   
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,审核, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,标准审查, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,工艺审查, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,批准, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,日期,"2007,12,3"
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,校核, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,主管设计, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,校对, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,审定, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,阶段标记S, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,阶段标记A, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,阶段标记B, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,替代, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,图幅, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,版本, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,备注, 
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,名称,“图样名称”
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,代号,“图样代号”
