file,feature,type
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,EX_B601_link1_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,PLN_B601_link2_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,SK_B601_link2_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,EX_B601_link2_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,PLN_B601_link3_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,SK_B601_link3_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,EX_B601_link3_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,PLN_B601_link4_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,SK_B601_link4_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,EX_B601_link4_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,PLN_B601_link5_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,SK_B601_link5_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,EX_B601_link5_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,PLN_B601_link6_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,SK_B601_link6_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,EX_B601_link6_bbox_q0,Extrusion
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,收藏,FavoriteFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,历史记录,HistoryFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,选择集,SelectionSetFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,传感器,SensorFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,设计活页夹,DocsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,注解,DetailCabinet
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,标注,InkMarkupFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,光源与相机,EnvFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,实体,SolidBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,曲面实体,SurfaceBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,备注,CommentsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,方程式,EqnFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,材质 <未指定>,MaterialFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,前视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,上视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,右视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,原点,OriginProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,Tables,ConfigTableFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,PLN_SOLAR_ROOT_L_IF,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,SK_SOLAR_ROOT_L_IF_OWNER_POINT,ProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,收藏,FavoriteFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,历史记录,HistoryFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,选择集,SelectionSetFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,传感器,SensorFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,设计活页夹,DocsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,注解,DetailCabinet
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,标注,InkMarkupFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,光源与相机,EnvFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,实体,SolidBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,曲面实体,SurfaceBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,备注,CommentsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,方程式,EqnFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,材质 <未指定>,MaterialFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,前视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,上视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,右视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,原点,OriginProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,Tables,ConfigTableFolder
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,PLN_SOLAR_ROOT_R_IF,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,SK_SOLAR_ROOT_R_IF_OWNER_POINT,ProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,收藏,FavoriteFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,历史记录,HistoryFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,选择集,SelectionSetFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,传感器,SensorFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,设计活页夹,DocsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,注解,DetailCabinet
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,标注,InkMarkupFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,光源与相机,EnvFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,实体,SolidBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,曲面实体,SurfaceBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,备注,CommentsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,方程式,EqnFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,材质 <未指定>,MaterialFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,前视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,上视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,右视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,原点,OriginProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,Tables,ConfigTableFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,PLN_SOLAR_WING_L_DEPLOYED_REF_BASE,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,SK_SOLAR_WING_L_DEPLOYED_REF,ProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,EX_SOLAR_WING_L_DEPLOYED_REF,Extrusion
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,收藏,FavoriteFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,历史记录,HistoryFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,选择集,SelectionSetFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,传感器,SensorFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,设计活页夹,DocsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,注解,DetailCabinet
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,标注,InkMarkupFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,光源与相机,EnvFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,实体,SolidBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,曲面实体,SurfaceBodyFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,备注,CommentsFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,方程式,EqnFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,材质 <未指定>,MaterialFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,前视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,上视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,右视基准面,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,原点,OriginProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,Tables,ConfigTableFolder
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,PLN_SOLAR_WING_R_DEPLOYED_REF_BASE,RefPlane
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,SK_SOLAR_WING_R_DEPLOYED_REF,ProfileFeature
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,EX_SOLAR_WING_R_DEPLOYED_REF,Extrusion
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,收藏,FavoriteFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,历史记录,HistoryFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,选择集,SelectionSetFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,传感器,SensorFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,设计活页夹,DocsFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,注解,DetailCabinet
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,标注,InkMarkupFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,光源与相机,EnvFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,实体,SolidBodyFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,曲面实体,SurfaceBodyFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,备注,CommentsFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,方程式,EqnFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,材质 <未指定>,MaterialFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,前视基准面,RefPlane
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,上视基准面,RefPlane
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,右视基准面,RefPlane
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,原点,OriginProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,Tables,ConfigTableFolder
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_B601_INSTALL_REMOVAL_PATH,3DProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_DECK_PASSAGE_REAR_MID,3DProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_TRAY_EXTRACTION_TBD_ANCHOR,3DProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_KEEPOUT_SENSOR_OPTICAL_OWNER,3DProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_KEEPOUT_ANTENNA_OWNER,3DProfileFeature
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,SK3D_KEEPOUT_THERMAL_OWNER,3DProfileFeature
01_Primary_Structure/SV2_Primary_Structure.SLDASM,收藏,FavoriteFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,历史记录,HistoryFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,选择集,SelectionSetFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,传感器,SensorFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,设计活页夹,DocsFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,注解,DetailCabinet
01_Primary_Structure/SV2_Primary_Structure.SLDASM,标注,InkMarkupFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,光源与相机,EnvFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,备注,CommentsFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,方程式,EqnFolder
01_Primary_Structure/SV2_Primary_Structure.SLDASM,前视基准面,RefPlane
01_Primary_Structure/SV2_Primary_Structure.SLDASM,上视基准面,RefPlane
01_Primary_Structure/SV2_Primary_Structure.SLDASM,右视基准面,RefPlane
01_Primary_Structure/SV2_Primary_Structure.SLDASM,原点,OriginProfileFeature
01_Primary_Structure/SV2_Primary_Structure.SLDASM,DECK_MID_FRONT-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,DECK_REAR_MID-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,FRM_FRONT_TASK-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,FRM_MID_FRONT-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,FRM_REAR_BOUNDARY-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,FRM_REAR_MID-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,LNG_NY_NZ-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,LNG_NY_PZ-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,LNG_PY_NZ-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,LNG_PY_PZ-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,PNL_BOTTOM-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,PNL_LEFT-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,PNL_RIGHT-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,PNL_TOP-1,Reference
01_Primary_Structure/SV2_Primary_Structure.SLDASM,配合,MateGroup
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,收藏,FavoriteFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,历史记录,HistoryFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,选择集,SelectionSetFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,传感器,SensorFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,设计活页夹,DocsFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,注解,DetailCabinet
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,标注,InkMarkupFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,光源与相机,EnvFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,备注,CommentsFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,方程式,EqnFolder
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,前视基准面,RefPlane
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,上视基准面,RefPlane
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,右视基准面,RefPlane
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,原点,OriginProfileFeature
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,PNL_FRONT_MISSION_ACCESS-1,Reference
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,VOL_FM_ROBOT-1,Reference
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,VOL_FM_SENSOR-1,Reference
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,配合,MateGroup
